"name","variation","body_title","pattern","pattern_title","diy","body_customize","pattern_customize","kit_cost","buy","sell","color_1","color_2","size","miles_price","source","source_notes","version","hha_concept_1","hha_concept_2","hha_series","hha_set","interact","tag","outdoor","speaker_type","lighting_type","catalog","filename","variant_id","internal_id","unique_entry_id"
"wooden double bed","Pink wood","Paint color","Green","Bedding","Yes","Yes","Yes","6","NFS",3600.0,"Pink","Green","2x2","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrWoodenBedW_Remake_7_3","7_3",7132.0,"ZLd4g4wj6vmz4KzBu"
"wooden end table","Light wood","Paint color","NA","NA","Yes","Yes","No","2","NFS",960.0,"Yellow","Colorful","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableS_Remake_0_0","0_0",3438.0,"SqMeMkA4vjh72MpJ9"
"wooden end table","White wood","Paint color","NA","NA","Yes","Yes","No","2","NFS",960.0,"Beige","Colorful","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableS_Remake_1_0","1_0",3438.0,"HM8ZeTded688JT83g"
"wooden end table","Cherry wood","Paint color","NA","NA","Yes","Yes","No","2","NFS",960.0,"Orange","Colorful","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableS_Remake_2_0","2_0",3438.0,"F3qDnigWHY6o5ARiZ"
"wooden end table","Dark wood","Paint color","NA","NA","Yes","Yes","No","2","NFS",960.0,"Brown","Colorful","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableS_Remake_3_0","3_0",3438.0,"XDwk9yavzMEmvccGn"
"wooden end table","Black","Paint color","NA","NA","Yes","Yes","No","2","NFS",960.0,"Black","Colorful","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableS_Remake_4_0","4_0",3438.0,"qnpks89w8dga8mdsS"
"wooden end table","Green","Paint color","NA","NA","Yes","Yes","No","2","NFS",960.0,"Green","Colorful","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableS_Remake_5_0","5_0",3438.0,"xa7gAhmThJNNiEAx3"
"wooden end table","Blue","Paint color","NA","NA","Yes","Yes","No","2","NFS",960.0,"Blue","Colorful","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableS_Remake_6_0","6_0",3438.0,"fnjMyqMBsQNDbTdjJ"
"wooden end table","Pink wood","Paint color","NA","NA","Yes","Yes","No","2","NFS",960.0,"Pink","Colorful","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableS_Remake_7_0","7_0",3438.0,"BfvxWwrRNu2NdnW4S"
"wooden full-length mirror","Light wood","Paint color","NA","NA","Yes","Yes","No","2","NFS",1350.0,"Yellow","Yellow","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Dresser","No","Does not play music","No lighting","Not for sale","FtrWoodenMirror_Remake_0_0","0_0",7137.0,"r7kgrSonB53YQEstf"
"wooden full-length mirror","White wood","Paint color","NA","NA","Yes","Yes","No","2","NFS",1350.0,"Beige","Beige","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Dresser","No","Does not play music","No lighting","Not for sale","FtrWoodenMirror_Remake_1_0","1_0",7137.0,"79erXazMRLR8xNeGc"
"wooden full-length mirror","Cherry wood","Paint color","NA","NA","Yes","Yes","No","2","NFS",1350.0,"Orange","Orange","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Dresser","No","Does not play music","No lighting","Not for sale","FtrWoodenMirror_Remake_2_0","2_0",7137.0,"sTauxkAuH8gBYbBeS"
"wooden full-length mirror","Dark wood","Paint color","NA","NA","Yes","Yes","No","2","NFS",1350.0,"Brown","Brown","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Dresser","No","Does not play music","No lighting","Not for sale","FtrWoodenMirror_Remake_3_0","3_0",7137.0,"wuaKdyLSf2YwifJkn"
"wooden full-length mirror","Black","Paint color","NA","NA","Yes","Yes","No","2","NFS",1350.0,"Black","Black","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Dresser","No","Does not play music","No lighting","Not for sale","FtrWoodenMirror_Remake_4_0","4_0",7137.0,"BcDQAGJ5GFMsyDaRi"
"wooden full-length mirror","Green","Paint color","NA","NA","Yes","Yes","No","2","NFS",1350.0,"Green","Green","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Dresser","No","Does not play music","No lighting","Not for sale","FtrWoodenMirror_Remake_5_0","5_0",7137.0,"z24EeDYDGzefKcnze"
"wooden full-length mirror","Blue","Paint color","NA","NA","Yes","Yes","No","2","NFS",1350.0,"Blue","Blue","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Dresser","No","Does not play music","No lighting","Not for sale","FtrWoodenMirror_Remake_6_0","6_0",7137.0,"qvtFpXAy4dmc8Snqg"
"wooden full-length mirror","Pink wood","Paint color","NA","NA","Yes","Yes","No","2","NFS",1350.0,"Pink","Pink","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Dresser","No","Does not play music","No lighting","Not for sale","FtrWoodenMirror_Remake_7_0","7_0",7137.0,"uLZXHqNXG75ZtcKXM"
"wooden low table","Light wood","Paint color","NA","NA","Yes","Yes","No","2","NFS",1200.0,"Yellow","Yellow","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableM_Remake_0_0","0_0",7134.0,"5tuGu2ttrDCXaQr7u"
"wooden low table","White wood","Paint color","NA","NA","Yes","Yes","No","2","NFS",1200.0,"Beige","Beige","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableM_Remake_1_0","1_0",7134.0,"5S2CMx7G4CarnM5ee"
"wooden low table","Cherry wood","Paint color","NA","NA","Yes","Yes","No","2","NFS",1200.0,"Orange","Orange","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableM_Remake_2_0","2_0",7134.0,"zrZRmduoyLNxyBpiX"
"wooden low table","Dark wood","Paint color","NA","NA","Yes","Yes","No","2","NFS",1200.0,"Brown","Brown","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableM_Remake_3_0","3_0",7134.0,"2hyETAYMwcMNtkkEE"
"wooden low table","Black","Paint color","NA","NA","Yes","Yes","No","2","NFS",1200.0,"Black","Black","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableM_Remake_4_0","4_0",7134.0,"ZexWewgRhAQ3aAJa2"
"wooden low table","Green","Paint color","NA","NA","Yes","Yes","No","2","NFS",1200.0,"Green","Green","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableM_Remake_5_0","5_0",7134.0,"D8iuhvsgyTRh23ssn"
"wooden low table","Blue","Paint color","NA","NA","Yes","Yes","No","2","NFS",1200.0,"Blue","Blue","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableM_Remake_6_0","6_0",7134.0,"P8MCykYmh8reu5u2v"
"wooden low table","Pink wood","Paint color","NA","NA","Yes","Yes","No","2","NFS",1200.0,"Pink","Pink","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableM_Remake_7_0","7_0",7134.0,"MaSaqNLgbEC4Et76L"
"wooden mini table","Light wood","Paint color","None","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Beige","Beige","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_0_0","0_0",7133.0,"2ZDYfAQ8Y9z2XZ6wX"
"wooden mini table","Light wood","Paint color","Orange","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Beige","Orange","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_0_1","0_1",7133.0,"MiXLbYhi8QtBP9Bgk"
"wooden mini table","Light wood","Paint color","Pink","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Beige","Pink","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_0_2","0_2",7133.0,"XyWSMATubJz4EWrFh"
"wooden mini table","Light wood","Paint color","Blue","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Beige","Blue","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_0_3","0_3",7133.0,"AZqCwcNbL76zheN3q"
"wooden mini table","Light wood","Paint color","Green","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Beige","Green","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_0_4","0_4",7133.0,"go6ZryFLS5mDzTwMz"
"wooden mini table","White wood","Paint color","None","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"White","White","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_1_0","1_0",7133.0,"vS5bFXK89ZkYyRgGb"
"wooden mini table","White wood","Paint color","Orange","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"White","Orange","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_1_1","1_1",7133.0,"dmbdMG7voxRpT9Nnb"
"wooden mini table","White wood","Paint color","Pink","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"White","Pink","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_1_2","1_2",7133.0,"2AARDQE5yj3xpTFho"
"wooden mini table","White wood","Paint color","Blue","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"White","Blue","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_1_3","1_3",7133.0,"WLneNf4nKpfMxrx8z"
"wooden mini table","White wood","Paint color","Green","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"White","Green","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_1_4","1_4",7133.0,"GBG9bJv3yW29PDHfp"
"wooden mini table","Cherry wood","Paint color","None","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Orange","Orange","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_2_0","2_0",7133.0,"G5PCa6MSpudHb5nWS"
"wooden mini table","Cherry wood","Paint color","Orange","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Orange","Orange","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_2_1","2_1",7133.0,"H2m8QD3o5BBND4vyG"
"wooden mini table","Cherry wood","Paint color","Pink","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Orange","Pink","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_2_2","2_2",7133.0,"8wzRQyM89oLCLkCid"
"wooden mini table","Cherry wood","Paint color","Blue","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Orange","Blue","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_2_3","2_3",7133.0,"Qhp5PSoBJHkj6dYbW"
"wooden mini table","Cherry wood","Paint color","Green","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Orange","Green","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_2_4","2_4",7133.0,"LdJ3LAWjEJ3fLaqpJ"
"wooden mini table","Dark wood","Paint color","None","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Brown","Brown","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_3_0","3_0",7133.0,"Wo6dByhNP45Gmquye"
"wooden mini table","Dark wood","Paint color","Orange","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Brown","Orange","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_3_1","3_1",7133.0,"nYvBnNnEAWhuakQmh"
"wooden mini table","Dark wood","Paint color","Pink","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Brown","Pink","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_3_2","3_2",7133.0,"3YtFhN5XvHijBg3PM"
"wooden mini table","Dark wood","Paint color","Blue","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Brown","Blue","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_3_3","3_3",7133.0,"HdwrNrMF9ScTMbDcT"
"wooden mini table","Dark wood","Paint color","Green","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Brown","Green","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_3_4","3_4",7133.0,"xwzxgoToBBjaw6mej"
"wooden mini table","Black","Paint color","None","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Black","Black","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_4_0","4_0",7133.0,"Zk8mHcRfdRKHDubqM"
"wooden mini table","Black","Paint color","Orange","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Black","Orange","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_4_1","4_1",7133.0,"myG7i9o2YFM8Ksfoi"
"wooden mini table","Black","Paint color","Pink","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Black","Pink","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_4_2","4_2",7133.0,"4J2vnse3jXxhoLpsY"
"wooden mini table","Black","Paint color","Blue","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Black","Blue","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_4_3","4_3",7133.0,"smZTYwxv36fLaLeHD"
"wooden mini table","Black","Paint color","Green","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Black","Green","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_4_4","4_4",7133.0,"hvjYp3cMozD6wmNAT"
"wooden mini table","Green","Paint color","None","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Green","Green","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_5_0","5_0",7133.0,"roeXhNQETxkq2tyTq"
"wooden mini table","Green","Paint color","Orange","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Green","Orange","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_5_1","5_1",7133.0,"f2TpXayggsFGmfD2G"
"wooden mini table","Green","Paint color","Pink","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Green","Pink","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_5_2","5_2",7133.0,"rJMAuob9ZnEKaQ4q9"
"wooden mini table","Green","Paint color","Blue","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Green","Blue","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_5_3","5_3",7133.0,"6ZDc5t9mufnZ3S3aL"
"wooden mini table","Green","Paint color","Green","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Green","Green","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_5_4","5_4",7133.0,"DrwbaXgLeKsmfZa4o"
"wooden mini table","Blue","Paint color","None","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Blue","Blue","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_6_0","6_0",7133.0,"kEwWNMPdH9H54TRb2"
"wooden mini table","Blue","Paint color","Orange","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Blue","Orange","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_6_1","6_1",7133.0,"A5acBNiA8PqwfuX3K"
"wooden mini table","Blue","Paint color","Pink","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Blue","Pink","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_6_2","6_2",7133.0,"nManczc4PywpJ988Y"
"wooden mini table","Blue","Paint color","Blue","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Blue","Blue","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_6_3","6_3",7133.0,"LrtuahZmKYuemsM8n"
"wooden mini table","Blue","Paint color","Green","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Blue","Green","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_6_4","6_4",7133.0,"QK2naZSLzBLFmjHnd"
"wooden mini table","Pink wood","Paint color","None","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Pink","Pink","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_7_0","7_0",7133.0,"mJFnWtLfD5dafCn26"
"wooden mini table","Pink wood","Paint color","Orange","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Pink","Orange","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_7_1","7_1",7133.0,"5WidcG9ta5LKYzc6G"
"wooden mini table","Pink wood","Paint color","Pink","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Pink","Pink","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_7_2","7_2",7133.0,"o4QnTdb74Xzsvsh8C"
"wooden mini table","Pink wood","Paint color","Blue","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Pink","Blue","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_7_3","7_3",7133.0,"y5mAhAJaBNHAxhg6k"
"wooden mini table","Pink wood","Paint color","Green","Tablecloth","Yes","Yes","Yes","2","NFS",720.0,"Pink","Green","1x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","No","Table","No","Does not play music","No lighting","Not for sale","FtrWoodenTableMini_Remake_7_4","7_4",7133.0,"DZdS7xfKYcTr6YSMa"
"wooden simple bed","Light wood","Paint color","Orange","Bedding","Yes","Yes","Yes","4","NFS",2160.0,"Beige","Orange","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrWoodenBedS_Remake_0_0","0_0",2605.0,"4gb67oK8q4yGmb5dp"
"wooden simple bed","Light wood","Paint color","Pink","Bedding","Yes","Yes","Yes","4","NFS",2160.0,"Beige","Pink","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrWoodenBedS_Remake_0_1","0_1",2605.0,"APBR89XQzDaRvwXPj"
"wooden simple bed","Light wood","Paint color","Blue","Bedding","Yes","Yes","Yes","4","NFS",2160.0,"Beige","Light blue","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrWoodenBedS_Remake_0_2","0_2",2605.0,"mxoMFLjs4YnLZ5FKm"
"wooden simple bed","Light wood","Paint color","Green","Bedding","Yes","Yes","Yes","4","NFS",2160.0,"Beige","Green","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrWoodenBedS_Remake_0_3","0_3",2605.0,"nav6Cip6v5Ek6SSv7"
"wooden simple bed","White wood","Paint color","Orange","Bedding","Yes","Yes","Yes","4","NFS",2160.0,"White","Orange","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrWoodenBedS_Remake_1_0","1_0",2605.0,"m7EcRvtLMfWEgWp2J"
"wooden simple bed","White wood","Paint color","Pink","Bedding","Yes","Yes","Yes","4","NFS",2160.0,"White","Pink","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrWoodenBedS_Remake_1_1","1_1",2605.0,"X9r9bgtDf7LkHBzYh"
"wooden simple bed","White wood","Paint color","Blue","Bedding","Yes","Yes","Yes","4","NFS",2160.0,"White","Light blue","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrWoodenBedS_Remake_1_2","1_2",2605.0,"Td8mesmoSsEuH8tMP"
"wooden simple bed","White wood","Paint color","Green","Bedding","Yes","Yes","Yes","4","NFS",2160.0,"White","Green","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrWoodenBedS_Remake_1_3","1_3",2605.0,"D3vaznMQBGBx2k7sx"
"wooden simple bed","Cherry wood","Paint color","Orange","Bedding","Yes","Yes","Yes","4","NFS",2160.0,"Orange","Orange","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrWoodenBedS_Remake_2_0","2_0",2605.0,"jAixLvgaq3doFsFMZ"
"wooden simple bed","Cherry wood","Paint color","Pink","Bedding","Yes","Yes","Yes","4","NFS",2160.0,"Orange","Pink","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrWoodenBedS_Remake_2_1","2_1",2605.0,"4ERWqGHAHBtvXTTZq"
"wooden simple bed","Cherry wood","Paint color","Blue","Bedding","Yes","Yes","Yes","4","NFS",2160.0,"Orange","Light blue","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrWoodenBedS_Remake_2_2","2_2",2605.0,"q5ii6E7xjzahT7pZK"
"wooden simple bed","Cherry wood","Paint color","Green","Bedding","Yes","Yes","Yes","4","NFS",2160.0,"Orange","Green","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrWoodenBedS_Remake_2_3","2_3",2605.0,"BAnqfbNZ4ihWYFh8Y"
"wooden simple bed","Dark wood","Paint color","Orange","Bedding","Yes","Yes","Yes","4","NFS",2160.0,"Brown","Orange","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrWoodenBedS_Remake_3_0","3_0",2605.0,"4eFNs5fj45mQLdiGx"
"wooden simple bed","Dark wood","Paint color","Pink","Bedding","Yes","Yes","Yes","4","NFS",2160.0,"Brown","Pink","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrWoodenBedS_Remake_3_1","3_1",2605.0,"WXHzAvPhwPCs4wwCh"
"wooden simple bed","Dark wood","Paint color","Blue","Bedding","Yes","Yes","Yes","4","NFS",2160.0,"Brown","Light blue","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrWoodenBedS_Remake_3_2","3_2",2605.0,"njcwYjnQ24Xj6PN6X"
"wooden simple bed","Dark wood","Paint color","Green","Bedding","Yes","Yes","Yes","4","NFS",2160.0,"Brown","Green","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrWoodenBedS_Remake_3_3","3_3",2605.0,"riExfbzSMxPgSL6fz"
"wooden simple bed","Black","Paint color","Orange","Bedding","Yes","Yes","Yes","4","NFS",2160.0,"Black","Orange","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrWoodenBedS_Remake_4_0","4_0",2605.0,"jNSAhuSChokywGTwp"
"wooden simple bed","Black","Paint color","Pink","Bedding","Yes","Yes","Yes","4","NFS",2160.0,"Black","Pink","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrWoodenBedS_Remake_4_1","4_1",2605.0,"RSLETJp3TZsnhSgAC"
"wooden simple bed","Black","Paint color","Blue","Bedding","Yes","Yes","Yes","4","NFS",2160.0,"Black","Light blue","2x1","NA","Crafting",,"1.0.0","child's room","living room","wooden","None","Yes","Bed","No","Does not play music","No lighting","Not for sale","FtrWoodenBedS_Remake_4_2","4_2",2605.0,"a5hMaTJZE9TcmpGLs"
