"name","buy","sell","color_1","color_2","size","source","source_notes","version","catalog","filename","internal_id","unique_entry_id"
"Pascal's poster",1000.0,250.0,"Orange","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpSeo",10785.0,"s9gsDeXpBZko5dC7N"
"Pashmina's poster",1000.0,250.0,"Light blue","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlGoa08",10537.0,"EoFDGNWh6MQ3fQk8x"
"Pate's poster",1000.0,250.0,"Brown","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDuk02",10361.0,"BCSDAP6Thy2j27rWW"
"Patty's poster",1000.0,250.0,"Beige","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCow00",10656.0,"9Stwami7PmDiaDtXv"
"Paula's poster",1000.0,250.0,"Light blue","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBea10",10783.0,"Xys5WuR7EDrCAkse9"
"Pavé's poster",1000.0,250.0,"Pink","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpPck",10520.0,"DrPiaDYcC2uPzdFei"
"Peaches's poster",1000.0,250.0,"Pink","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlHrs08",10531.0,"ngwv63CtqKcs8Kg7b"
"Peanut's poster",1000.0,250.0,"Brown","Purple","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlSqu00",10325.0,"MnZfv6fnwEvz3sZ99"
"Pecan's poster",1000.0,250.0,"Brown","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlSqu03",10409.0,"RhbivX9ib8qNhm8c2"
"Peck's poster",1000.0,250.0,"Black","Orange","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBrd17",10372.0,"EaufFcRYaYiRuXW2T"
"Peewee's poster",1000.0,250.0,"Beige","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlGor01",10552.0,"4FNjRX8d3sJHbZNtH"
"Peggy's poster",1000.0,250.0,"Beige","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPig11",10571.0,"7mnXGKHRhZ3tERd83"
"Pekoe's poster",1000.0,250.0,"White","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCbr14",10390.0,"hy3xDEftPwdwtewzn"
"Pelly's poster",1000.0,250.0,"Pink","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpPlk",10429.0,"rx7vSdNA8cptMnTKt"
"Penelope's poster",1000.0,250.0,"Green","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlMus17",10533.0,"doWPazS5bS3wBFgGY"
"Pete's poster",1000.0,250.0,"Purple","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpPlo",10780.0,"iqAmPpqw5nTuuxBA2"
"Phil's poster",1000.0,250.0,"Beige","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlOst07",10673.0,"2tD5bDewsDvAr8paW"
"Phineas's poster",1000.0,250.0,"Red","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpFsl",10796.0,"dFmiXS9mNaiWGtraj"
"Phoebe's poster",1000.0,250.0,"Purple","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlOst10",10365.0,"b5BRkBoBabQWQfDFB"
"Phyllis's poster",1000.0,250.0,"Light blue","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpPlm",10431.0,"EDke5sFz22n6piqGc"
"Pierce's poster",1000.0,250.0,"Colorful","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPbr02",10542.0,"q57YsxdMrBCg9dqih"
"Pietro's poster",1000.0,250.0,"Pink","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlShp13",10562.0,"usRJPn5nKEnttEiEA"
"Pinky's poster",1000.0,250.0,"White","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBea01",10798.0,"mF7EBZdy7jHJEuxdy"
"Piper's poster",1000.0,250.0,"Beige","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBrd05",10810.0,"tJZikjCbpYe3qudyM"
"Pippy's poster",1000.0,250.0,"Brown","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRbt06",10484.0,"r3nnNRwtnx4Ph3JRg"
"Plucky's poster",1000.0,250.0,"White","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlChn10",10626.0,"DXzghL3rjAHowzXv5"
"Pompom's poster",1000.0,250.0,"Yellow","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDuk05",10577.0,"CjL8Pai95uENFwfvE"
"Pompompurin poster",1000.0,250.0,"Blue","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCbr18",11122.0,"4mfRv2QWJ4fdX5ffm"
"Poncho's poster",1000.0,250.0,"Red","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCbr02",10347.0,"axATkjYgRYfJayEco"
"Poppy's poster",1000.0,250.0,"Beige","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlSqu15",10668.0,"FNNpWdBszy5ehyWkh"
"Porter's poster",1000.0,250.0,"White","Purple","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpMnk",10339.0,"gqADp6MHop7Y5re8B"
"Portia's poster",1000.0,250.0,"Green","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDog05",10550.0,"hYpzBnyy6CvMP2YYn"
"Prince's poster",1000.0,250.0,"Blue","White","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlFlg12",10360.0,"68H5r3uMwggsc2kmJ"
"Puck's poster",1000.0,250.0,"Pink","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPgn06",10660.0,"6Se2MqCNcHdGWqeC5"
"Puddles's poster",1000.0,250.0,"Orange","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlFlg06",10556.0,"tunDgBMtwSifLLdN3"
"Pudge's poster",1000.0,250.0,"Black","White","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCbr03",10676.0,"dDSKfTya3QTyh8Gjy"
"Punchy's poster",1000.0,250.0,"Beige","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat06",10819.0,"3r4vhGwkYtLyEqwJA"
"Purrl's poster",1000.0,250.0,"Purple","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat07",10802.0,"BjNrvZWnP5PC6iNLH"
"Queenie's poster",1000.0,250.0,"Green","Gray","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlOst00",10543.0,"n3Gdn5yw4h82w5op8"
"Quillson's poster",1000.0,250.0,"Black","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDuk17",10658.0,"6YBcYo6SHaAauLbig"
"Raddle's poster",1000.0,250.0,"Red","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlFlg15",10629.0,"MeqY2RNGciids5NpS"
"Rasher's poster",1000.0,250.0,"Gray","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPig02",10625.0,"nrLJn9e3mYfWpDBEJ"
"Raymond's poster",1000.0,250.0,"Orange","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat23",10861.0,"dgpJWYgReKo6wz4ze"
"Redd's poster",1000.0,250.0,"Pink","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpFox",10471.0,"Qcucx9kPNCvZi3rgn"
"Reese's poster",1000.0,250.0,"Pink","White","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpAlw",10772.0,"MHeBTtcqpeMayYKRP"
"Renée's poster",1000.0,250.0,"Black","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRhn08",10599.0,"99uKcRHczGSMYQyKR"
"Reneigh's poster",1000.0,250.0,"Brown","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlHrs16",10857.0,"j2Wy2BRT84wYdjwRq"
"Resetti's poster",1000.0,250.0,"Brown","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpMol",10313.0,"7Jx8EuSDuPkB7dGRe"
"Rex's poster",1000.0,250.0,"White","Purple","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlLon02",10618.0,"pbnFnNJW6Skb7ApeN"
"Rhonda's poster",1000.0,250.0,"Gray","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRhn01",10383.0,"rDPrwQyncvtAkXSaW"
"Ribbot's poster",1000.0,250.0,"Orange","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlFlg01",10572.0,"4Zx8Z4oBos9JWo2Nk"
"Ricky's poster",1000.0,250.0,"Purple","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlSqu10",10458.0,"8g74W8PLgPxTjHQfC"
"Rizzo's poster",1000.0,250.0,"Blue","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlMus09",10581.0,"2Wfu27tu8sW7yhtXh"
"Roald's poster",1000.0,250.0,"Blue","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPgn01",10328.0,"2JqzTaAK3zFcYXsmd"
"Robin's poster",1000.0,250.0,"Green","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBrd01",10809.0,"fkMnRaekK68Dkb82F"
"Rocco's poster",1000.0,250.0,"Pink","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlHip00",10527.0,"GFFmrGWEBDXG9J828"
"Rocket's poster",1000.0,250.0,"Purple","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlGor09",10427.0,"oK3iva4CM3NjutKsv"
"Rod's poster",1000.0,250.0,"Gray","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlMus05",10566.0,"vj7Kd8rRxkczdCxd8"
"Rodeo's poster",1000.0,250.0,"Light blue","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBul01",10446.0,"GoRjEdZ8NAYvJgLCx"
"Rodney's poster",1000.0,250.0,"White","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlHam03",10375.0,"8eytJgiTY3dfE3fET"
"Rolf's poster",1000.0,250.0,"Light blue","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlTig00",10509.0,"LSD8WgchGo9wgNK3J"
"Rooney's poster",1000.0,250.0,"Orange","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlKgr09",10487.0,"dhMJ7rW6LBEJSjMLL"
"Rory's poster",1000.0,250.0,"Black","Gray","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlLon07",10557.0,"hGEuTdFLSTDctRfQP"
"Roscoe's poster",1000.0,250.0,"Blue","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlHrs04",10690.0,"YgRqmquNZSJoSD77K"
"Rosie's poster",1000.0,250.0,"Blue","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat02",10805.0,"p4q894fdXqasrD3F6"
"Rover's poster",1000.0,250.0,"Orange","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpXct",10428.0,"RciiC2AtWQhwFrmj2"
"Rowan's poster",1000.0,250.0,"White","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlTig01",10592.0,"zAH4Wk9Sjoc5ne3mE"
"Ruby's poster",1000.0,250.0,"Brown","Colorful","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRbt09",10399.0,"EhTjGy9tKqa7BRcNH"
"Rudy's poster",1000.0,250.0,"Brown","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat20",10549.0,"GjGb4j72Sk8TopGDX"
"Sable's poster",1000.0,250.0,"Beige","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcSpHgs",10777.0,"NepqxHJBZ64HNhvvk"
"Saharah's poster",1000.0,250.0,"Orange","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcSpCml",10481.0,"DZXW3BBTPajvAKHuM"
"Sally's poster",1000.0,250.0,"Gray","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlSqu07",10575.0,"LZoFLnj6X9CieDhBu"
"Samson's poster",1000.0,250.0,"Orange","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlMus04",10674.0,"pn9B8vsw4LemWmLJX"
"Sandy's poster",1000.0,250.0,"White","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlOst02",10627.0,"4ZWauJWaoKwmnoLf4"
"Savannah's poster",1000.0,250.0,"Green","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlHrs02",10363.0,"6X7oQFBzeo7eduLSt"
"Scoot's poster",1000.0,250.0,"Gray","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDuk10",10376.0,"SPvZRZRT9rvK6WxWD"
"Shari's poster",1000.0,250.0,"Yellow","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlMnk07",10661.0,"XiPaZJCqNPyayrvjD"
"Sheldon's poster",1000.0,250.0,"Brown","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlSqu16",10645.0,"H9QQe5uwwacHR2af8"
"Shep's poster",1000.0,250.0,"Light blue","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDog18",10538.0,"X2eFhNeeTmrgiBAYm"
"Sherb's poster",1000.0,250.0,"Red","Colorful","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlGoa09",10863.0,"MtpEJs8aWA7FjyMdR"
"Shrunk's poster",1000.0,250.0,"Yellow","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpUpa",10341.0,"b59v7Q9atMaXQHQ2m"
"Simon's poster",1000.0,250.0,"Light blue","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlMnk02",10601.0,"KBpcAwebS8hqjKt55"
"Skye's poster",1000.0,250.0,"Orange","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlWol09",10489.0,"Bndg4QmkodaMZK3Xy"
"Sly's poster",1000.0,250.0,"Pink","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCrd06",10368.0,"WjYc2DZzXggCBJAhP"
"Snake's poster",1000.0,250.0,"Pink","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRbt03",10671.0,"hspZqPbmbMm6sBz4u"
"Snooty's poster",1000.0,250.0,"Orange","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlAnt06",10815.0,"fyBvdEE3vBQZchZEF"
"Soleil's poster",1000.0,250.0,"Brown","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlHam04",10511.0,"hXSKWWGwXrqx8j2Ge"
"Sparro's poster",1000.0,250.0,"Orange","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBrd18",10793.0,"39i5FbPrnb6Lmswnt"
"Spike's poster",1000.0,250.0,"White","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRhn02",10639.0,"Koz4P4HPBqaGQGoc6"
"Spork's poster",1000.0,250.0,"Green","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPig05",10454.0,"uro5Da2XjsZbBkpu9"
"Sprinkle's poster",1000.0,250.0,"Purple","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPgn14",10405.0,"Fy44A4HLgaEE7FzZ5"
"Sprocket's poster",1000.0,250.0,"Pink","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlOst03",10644.0,"ZKuhJykkuAPgQMFQ5"
"Static's poster",1000.0,250.0,"Gray","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlSqu08",10567.0,"Bnb2HgCH9uGMZ6AKE"
"Stella's poster",1000.0,250.0,"Red","Gray","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlShp03",10609.0,"SRT6BKWnwc6anR6R2"
"Sterling's poster",1000.0,250.0,"Colorful","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPbr07",10665.0,"LLGB3Bpi7ogwfkTTQ"
"Stinky's poster",1000.0,250.0,"Blue","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat13",10475.0,"skv2ujAkXaTzzzibE"
"Stitches's poster",1000.0,250.0,"Purple","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCbr05",10524.0,"zQfw76eKCFPrsTifN"
"Stu's poster",1000.0,250.0,"Brown","Purple","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBul03",10811.0,"wXjvXJe2zahfKnCPo"
"Sydney's poster",1000.0,250.0,"Purple","Orange","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlKal03",10582.0,"sJWRfm2jKjDnRL34G"
"Sylvana's poster",1000.0,250.0,"Gray","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlSqu14",10612.0,"4rGhkCXbsJjcGfDBi"
"Sylvia's poster",1000.0,250.0,"Orange","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlKgr06",10574.0,"vYpAatEfgag85wdWu"
