"name","variation","diy","buy","sell","color_1","color_2","size","source","source_notes","seasonal_availability","mannequin_piece","version","style","label_themes","villager_equippable","catalog","primary_shape","secondary_shape","filename","internal_id","unique_entry_id"
"shawl-and-dress combo","Ochre","No","2000",500.0,"Orange","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","Yes","1.0.0","Elegant","everyday; comfy","Yes","For sale","Rib","L","TopsTexOnepieceRibLShawl1",8595.0,"MfKkMEJx8bLmqz47x"
"shawl-and-dress combo","Green","No","2000",500.0,"Green","Purple","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Elegant","everyday; comfy","Yes","For sale","Rib","L","TopsTexOnepieceRibLShawl2",8596.0,"AAD3e8vu73db6EH2s"
"shawl-and-dress combo","Red","No","2000",500.0,"Red","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Elegant","everyday; comfy","Yes","For sale","Rib","L","TopsTexOnepieceRibLShawl3",8597.0,"9o4vMruAXj3K4u2md"
"sheep costume","White","No","1700",425.0,"White","Pink","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; party; theatrical","Yes","For sale","Rib","N","TopsTexOnepieceRibNSheep0",4431.0,"oQgFFZf8QXnuhcNzZ"
"sheep costume","Pink","No","1700",425.0,"Pink","Beige","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; party; theatrical","Yes","For sale","Rib","N","TopsTexOnepieceRibNSheep1",9635.0,"ijsXG5Yo6Tnh4NYdi"
"sheep costume","Light blue","No","1700",425.0,"Light blue","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; party; theatrical","Yes","For sale","Rib","N","TopsTexOnepieceRibNSheep2",9636.0,"axRoBAAbPMHvWXESy"
"sheep costume","Brown","No","1700",425.0,"Brown","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; party; theatrical","Yes","For sale","Rib","N","TopsTexOnepieceRibNSheep3",9637.0,"MH9MP4ibb4aSsQDqc"
"shell dress","Pink","No","3500",875.0,"Pink","White","1x1","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Gorgeous","fairy tale; party; theatrical; vacation","Yes","For sale","A-long","N","TopsTexOnepieceAlongNMermaid0",4657.0,"PL2y8BwTDFMLkoL7h"
"shell dress","Blue","No","3500",875.0,"Blue","White","1x1","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Gorgeous","fairy tale; party; theatrical; vacation","Yes","For sale","A-long","N","TopsTexOnepieceAlongNMermaid1",8246.0,"cDET9RSWRKLHNj3zo"
"shell dress","Yellow","No","3500",875.0,"Yellow","White","1x1","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Gorgeous","fairy tale; party; theatrical; vacation","Yes","For sale","A-long","N","TopsTexOnepieceAlongNMermaid2",8247.0,"qwqnysjizyqQifLfQ"
"shell dress","Mint","No","3500",875.0,"Green","White","1x1","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Gorgeous","fairy tale; party; theatrical; vacation","Yes","For sale","A-long","N","TopsTexOnepieceAlongNMermaid3",8248.0,"eSYqNd8WAFmYLWriZ"
"shell dress","Red","No","3500",875.0,"Red","White","1x1","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Gorgeous","fairy tale; party; theatrical; vacation","Yes","For sale","A-long","N","TopsTexOnepieceAlongNMermaid4",8249.0,"G3etertjgwY9q2qpW"
"shell dress","Purple","No","3500",875.0,"Purple","White","1x1","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Gorgeous","fairy tale; party; theatrical; vacation","Yes","For sale","A-long","N","TopsTexOnepieceAlongNMermaid5",8250.0,"txPF8xBG6WmxLBTjr"
"shirtdress","Navy blue","No","1600",400.0,"Blue","Blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","Box","L","TopsTexOnepieceBoxLShirt0",3386.0,"Qj9YzgCyGXzmXZHXN"
"shirtdress","Beige","No","1600",400.0,"Beige","Beige","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","Box","L","TopsTexOnepieceBoxLShirt1",8949.0,"atqTiXb2GoHX43vci"
"shirtdress","Olive","No","1600",400.0,"Green","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","Box","L","TopsTexOnepieceBoxLShirt2",8950.0,"RmdJp9KDJTuQvTtDA"
"shorts outfit","Brown","No","1680",420.0,"Brown","Brown","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Elegant","everyday; vacation","Yes","For sale","Salopette","N","TopsTexOnepieceSalopetteNCombinaison0",4617.0,"K44QTdGfj4NZagp4y"
"shorts outfit","Light blue","No","1680",420.0,"Light blue","Light blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Elegant","everyday; vacation","Yes","For sale","Salopette","N","TopsTexOnepieceSalopetteNCombinaison1",8022.0,"LRoJm3BewfyodbjRw"
"shorts outfit","Blue","No","1680",420.0,"Blue","Blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Elegant","everyday; vacation","Yes","For sale","Salopette","N","TopsTexOnepieceSalopetteNCombinaison2",8023.0,"2P6mgT69hYvLgpWti"
"shorts outfit","Pink","No","1680",420.0,"Pink","Pink","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Elegant","everyday; vacation","Yes","For sale","Salopette","N","TopsTexOnepieceSalopetteNCombinaison3",8024.0,"K76M9wwJ9w3vQ33fu"
"shorts outfit","Black","No","1680",420.0,"Black","Black","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Elegant","everyday; vacation","Yes","For sale","Salopette","N","TopsTexOnepieceSalopetteNCombinaison4",8025.0,"WcnwgprjRvD6jPwZJ"
"simple checkered dress","Pink","No","1200",300.0,"Pink","Pink","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; fairy tale; vacation","Yes","For sale","A-line","N","TopsTexOnepieceAlineNPlaid0",8509.0,"bPL69G2vFoWNGSyTW"
"simple checkered dress","Green","No","1200",300.0,"Green","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; fairy tale; vacation","Yes","For sale","A-line","N","TopsTexOnepieceAlineNPlaid1",12096.0,"mDoFd7voYYMpHFHTP"
"simple checkered dress","Beige","No","1200",300.0,"Beige","Beige","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; fairy tale; vacation","Yes","For sale","A-line","N","TopsTexOnepieceAlineNPlaid2",12097.0,"dxqzdMCwXYQvnihpW"
"simple visiting kimono","Pale green","No","2480",620.0,"Green","Pink","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","formal; party","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLHomongi0",6026.0,"CQNsWPGrfsj2cakRs"
"simple visiting kimono","Wisteria","No","2480",620.0,"Purple","Light blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","formal; party","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLHomongi1",9004.0,"TtjYMaTCsj4rSMK2T"
"simple visiting kimono","Pink","No","2480",620.0,"Pink","Yellow","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","formal; party","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLHomongi2",9005.0,"hJTKunpyMdErGDBd3"
"simple visiting kimono","Indigo blue","No","2480",620.0,"Blue","Pink","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","formal; party","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLHomongi3",9006.0,"gNjic463etEuEg7Nd"
"simple visiting kimono","Orange","No","2480",620.0,"Orange","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","formal; party","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLHomongi4",9007.0,"mFu7hHtudvFDbYFKs"
"simple visiting kimono","Aqua","No","2480",620.0,"Light blue","Beige","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","formal; party","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLHomongi5",9008.0,"Zfd2BttCu7hWbfgmi"
"simple visiting kimono","Yellow","No","2480",620.0,"Yellow","Pink","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","formal; party","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLHomongi6",9009.0,"wBaYAaaSgAseL4N7z"
"simple visiting kimono","Gray","No","2480",620.0,"Gray","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","formal; party","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLHomongi7",9010.0,"TmqQqfrD8sTyEaFfz"
"simple-dots dress","Red","No","1200",300.0,"Red","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation","Yes","For sale","A-line","N","TopsTexOnepieceAlineNSimpledot0",8188.0,"5qjijdG3kTgQudqRT"
"simple-dots dress","Yellow","No","1200",300.0,"Yellow","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation","Yes","For sale","A-line","N","TopsTexOnepieceAlineNSimpledot1",12106.0,"dd9JvNWK4c7nndhuK"
"simple-dots dress","Light blue","No","1200",300.0,"Light blue","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation","Yes","For sale","A-line","N","TopsTexOnepieceAlineNSimpledot2",12107.0,"T4EBigTnpN2rwwJjK"
"simple-dots dress","Green","No","1200",300.0,"Green","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation","Yes","For sale","A-line","N","TopsTexOnepieceAlineNSimpledot3",12108.0,"LzSQhdPTLkTL9YWSy"
"simple-dots dress","Black","No","1200",300.0,"Black","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation","Yes","For sale","A-line","N","TopsTexOnepieceAlineNSimpledot4",12109.0,"ZeyCqLhQXvjTg3gFL"
"skirt with suspenders","Red","No","1600",400.0,"Red","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","everyday","Yes","For sale","A-line","H","TopsTexOnepieceAlineHSuspendersskirt0",3660.0,"pJSepkwozLaRdaZSf"
"skirt with suspenders","Orange","No","1600",400.0,"Orange","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","everyday","Yes","For sale","A-line","H","TopsTexOnepieceAlineHSuspendersskirt1",9022.0,"pghyCEEReaGbiLhy4"
"skirt with suspenders","Pink","No","1600",400.0,"Pink","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","everyday","Yes","For sale","A-line","H","TopsTexOnepieceAlineHSuspendersskirt2",9023.0,"ZgSmfx5ZvYxuf3WgD"
"skirt with suspenders","Blue","No","1600",400.0,"Blue","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","everyday","Yes","For sale","A-line","H","TopsTexOnepieceAlineHSuspendersskirt3",9024.0,"RdFthTe6RcrexPFdg"
"skirt with suspenders","Gray","No","1600",400.0,"Gray","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","everyday","Yes","For sale","A-line","H","TopsTexOnepieceAlineHSuspendersskirt4",9025.0,"LPeiPMbeHNXkukyi5"
"sky-egg outfit","None","Yes","NFS",1200.0,"Light blue","Red","1x1","Crafting",,"All Year","No","1.1.0a","Active","fairy tale; party; theatrical","Yes","Not for sale","Rib","N","TopsTexOnepieceRibNEggsky0",12453.0,"ZDf7rEZv9TZxoCsuc"
"sleeveless shirtdress","Blue","No","1600",400.0,"Blue","Blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation","Yes","For sale","A-line","N","TopsTexOnepieceAlineNShirt0",3387.0,"rxpHXnpvQBXKSzLay"
"sleeveless shirtdress","White","No","1600",400.0,"White","Gray","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation","Yes","For sale","A-line","N","TopsTexOnepieceAlineNShirt1",8951.0,"jBEvorNeWp7XnYEFt"
"sleeveless shirtdress","Pink","No","1600",400.0,"Pink","Pink","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation","Yes","For sale","A-line","N","TopsTexOnepieceAlineNShirt2",8952.0,"MtRurCg9umRtEvgXH"
"sleeveless shirtdress","Lime","No","1600",400.0,"Green","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; vacation","Yes","For sale","A-line","N","TopsTexOnepieceAlineNShirt3",8953.0,"iEWkL6N8ziHEr38iv"
"sleeveless silk dress","Red","No","2520",630.0,"Red","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; formal; party","Yes","For sale","B-long",,"TopsTexOnepieceBlongLChina0",5131.0,"BTiKJBRTf3xmK85DQ"
"sleeveless silk dress","Green","No","2520",630.0,"Green","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; formal; party","Yes","For sale","B-long",,"TopsTexOnepieceBlongLChina1",9152.0,"mJZcSzs9pFCY5rMEz"
"sleeveless silk dress","Navy blue","No","2520",630.0,"Blue","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; formal; party","Yes","For sale","B-long",,"TopsTexOnepieceBlongLChina2",9153.0,"9zzpox4sDPXctEes4"
"sleeveless silk dress","White","No","2520",630.0,"White","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; formal; party","Yes","For sale","B-long",,"TopsTexOnepieceBlongLChina3",9154.0,"RprKKZkqdoeSMM9ng"
"sleeveless silk dress","Pink","No","2520",630.0,"Pink","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; formal; party","Yes","For sale","B-long",,"TopsTexOnepieceBlongLChina4",9155.0,"QawwsHKYhAJup3rHz"
"sleeveless silk dress","Light blue","No","2520",630.0,"Light blue","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; formal; party","Yes","For sale","B-long",,"TopsTexOnepieceBlongLChina5",9156.0,"DYT42Xcf5qQqxLLD9"
"sleeveless silk dress","Yellow","No","2520",630.0,"Yellow","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; formal; party","Yes","For sale","B-long",,"TopsTexOnepieceBlongLChina6",9157.0,"tfg3o66LAqC85NQDX"
"sleeveless sweater dress","Gray","No","1600",400.0,"Gray","Gray","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday; comfy","Yes","For sale","Rib","N","TopsTexOnepieceRibNKnit0",3261.0,"MjEAYxjKRarnD6ktC"
"sleeveless sweater dress","Black","No","1600",400.0,"Black","Black","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday; comfy","Yes","For sale","Rib","N","TopsTexOnepieceRibNKnit1",8010.0,"8cnbkGhPbdPJKGv3h"
"sleeveless sweater dress","White","No","1600",400.0,"White","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday; comfy","Yes","For sale","Rib","N","TopsTexOnepieceRibNKnit2",8011.0,"itytn2hZujpPAboEr"
"sleeveless sweater dress","Purple","No","1600",400.0,"Purple","Purple","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday; comfy","Yes","For sale","Rib","N","TopsTexOnepieceRibNKnit3",8012.0,"iRhLbEaS6yQiaNjYF"
"sleeveless sweater dress","Light blue","No","1600",400.0,"Light blue","Light blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday; comfy","Yes","For sale","Rib","N","TopsTexOnepieceRibNKnit4",8013.0,"8ZWvagtZErYKaj4ga"
"sleeveless sweater dress","Lime","No","1600",400.0,"Green","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday; comfy","Yes","For sale","Rib","N","TopsTexOnepieceRibNKnit5",8014.0,"oEneJxQJ72DBLYGTw"
"space suit","White","No","5000",1250.0,"White","Red","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLSpaceWhite",3636.0,"5w9Kh9EHd85Mec2wh"
"sprite costume","Green","No","2500",625.0,"Green","Brown","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale","Yes","For sale","Overall","H","TopsTexOnepieceOverallHDwarf0",4171.0,"QcrLWjN5SRarDQqyR"
"sprite costume","Red","No","2500",625.0,"Red","Brown","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale","Yes","For sale","Overall","H","TopsTexOnepieceOverallHDwarf1",8131.0,"aNt25NWxFuydPm2sf"
"sprite costume","Brown","No","2500",625.0,"Brown","Brown","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale","Yes","For sale","Overall","H","TopsTexOnepieceOverallHDwarf2",8132.0,"oQZD3BEvoMAxsa5aP"
"sprite costume","Blue","No","2500",625.0,"Blue","Brown","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale","Yes","For sale","Overall","H","TopsTexOnepieceOverallHDwarf3",8133.0,"S769MA7SJiDTCqNey"
"sprite costume","Yellow","No","2500",625.0,"Yellow","Brown","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale","Yes","For sale","Overall","H","TopsTexOnepieceOverallHDwarf4",8134.0,"Cu3DqD6hfcacWrkCj"
"sprite costume","Pink","No","2500",625.0,"Pink","Brown","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale","Yes","For sale","Overall","H","TopsTexOnepieceOverallHDwarf5",8135.0,"Mvp3fy4sXkcy8Zmvi"
"sprite costume","Mint","No","2500",625.0,"Light blue","Brown","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale","Yes","For sale","Overall","H","TopsTexOnepieceOverallHDwarf6",8136.0,"DqZs2PhSENigTECBP"
"star costume","White","No","2800",700.0,"White","Red","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","Overall","L","TopsTexOnepieceOverallLStarsinger0",4449.0,"PbB2vyEfeyhm2FGL7"
"star costume","Black","No","2800",700.0,"Black","Purple","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","Overall","L","TopsTexOnepieceOverallLStarsinger1",9512.0,"BHa8qcoKp7jLd2kvX"
"star costume","Red","No","2800",700.0,"Red","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","Overall","L","TopsTexOnepieceOverallLStarsinger2",9513.0,"7SxwZ9yoa7km9d7Cb"
"star costume","Navy blue","No","2800",700.0,"Blue","Orange","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","Overall","L","TopsTexOnepieceOverallLStarsinger3",9514.0,"kASsgZCtKHJtqqyYS"
"star costume","Yellow","No","2800",700.0,"Yellow","Blue","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","Overall","L","TopsTexOnepieceOverallLStarsinger4",9515.0,"n9BxfkkEmAshZeFPe"
"steampunk costume","Red","No","2240",560.0,"Brown","Red","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","fairy tale; theatrical","Yes","For sale","Overall","L","TopsTexOnepieceOverallLSteampunk0",5825.0,"GtMhryHbqGfmRcFgB"
"steampunk costume","Purple","No","2240",560.0,"Brown","Purple","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","fairy tale; theatrical","Yes","For sale","Overall","L","TopsTexOnepieceOverallLSteampunk1",9534.0,"EQzSaQQExxKk4FsJn"
"stellar jumpsuit","Green","No","1600",400.0,"Green","Orange","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","party; theatrical","Yes","For sale","Salopette","L","TopsTexOnepieceSalopetteLPsychedelic0",5799.0,"kFgxfBaMoWdgZFEXY"
"stellar jumpsuit","Blue","No","1600",400.0,"Blue","Purple","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","party; theatrical","Yes","For sale","Salopette","L","TopsTexOnepieceSalopetteLPsychedelic1",9530.0,"jHpBTBccqHXqxqF4R"
"stellar jumpsuit","Dark red","No","1600",400.0,"Black","Red","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","party; theatrical","Yes","For sale","Salopette","L","TopsTexOnepieceSalopetteLPsychedelic2",9531.0,"vNzDtamSgKT5u3e4X"
"stellar jumpsuit","Purple","No","1600",400.0,"Purple","Pink","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","party; theatrical","Yes","For sale","Salopette","L","TopsTexOnepieceSalopetteLPsychedelic3",9532.0,"PLDJQPLprXStLPmEo"
"stellar jumpsuit","Red","No","1600",400.0,"Red","Blue","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","party; theatrical","Yes","For sale","Salopette","L","TopsTexOnepieceSalopetteLPsychedelic4",9533.0,"op4sMXoYctMTMms6h"
"stone-egg outfit","None","Yes","NFS",1200.0,"Yellow","Orange","1x1","Crafting",,"All Year","No","1.1.0a","Active","fairy tale; party; theatrical","Yes","Not for sale","Rib","N","TopsTexOnepieceRibNEggrock0",12450.0,"7oMiNHiEz3butFLdC"
"strawberry dress","Red","No","1800",450.0,"Pink","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","fairy tale; party; theatrical","Yes","For sale","A-line","N","TopsTexOnepieceAlineNStrawberry",3286.0,"pNhmMrgCyz4xZJCcr"
"striped dress","Black","No","1600",400.0,"Black","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","A-line","L","TopsTexOnepieceAlineLBorder0",4262.0,"k8SzeWrkb2R9Rq29k"
"striped dress","Orange","No","1600",400.0,"Orange","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","A-line","L","TopsTexOnepieceAlineLBorder1",7769.0,"AtDKcPxpwpusE9xff"
"striped dress","Blue","No","1600",400.0,"Blue","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","A-line","L","TopsTexOnepieceAlineLBorder2",7770.0,"8pP8iHgzvSdy57yff"
"striped dress","Yellow","No","1600",400.0,"Yellow","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","A-line","L","TopsTexOnepieceAlineLBorder3",7771.0,"xBrcRrBTEQzhxDp27"
"striped dress","Red","No","1600",400.0,"Red","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","A-line","L","TopsTexOnepieceAlineLBorder4",7772.0,"B3mB3hBQ3rXyzNaJr"
"striped dress","Gray","No","1600",400.0,"Gray","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","A-line","L","TopsTexOnepieceAlineLBorder5",7773.0,"9S4ZB7MgzZmiY6yZw"
"striped dress","Green","No","1600",400.0,"Green","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","A-line","L","TopsTexOnepieceAlineLBorder6",7774.0,"sowdQdeEo3NcXXyi4"
"striped dress","Pink","No","1600",400.0,"Pink","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","A-line","L","TopsTexOnepieceAlineLBorder7",7775.0,"7bbuxDsKzXH8RLQWp"
"striped halter dress","Pink","No","1500",375.0,"Pink","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Elegant","everyday; comfy; vacation","Yes","For sale","A-line","N","TopsTexOnepieceAlineNHalterneckstripe0",4290.0,"bQnhA4LroLryGj5CT"
"striped halter dress","Green","No","1500",375.0,"Green","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Elegant","everyday; comfy; vacation","Yes","For sale","A-line","N","TopsTexOnepieceAlineNHalterneckstripe1",7785.0,"BYLxXcyq29Bip2MSj"
"striped halter dress","Orange","No","1500",375.0,"Orange","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Elegant","everyday; comfy; vacation","Yes","For sale","A-line","N","TopsTexOnepieceAlineNHalterneckstripe2",7786.0,"hNu44KnmBXog8JrkC"
"striped halter dress","Light blue","No","1500",375.0,"Light blue","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","Yes","1.0.0","Elegant","everyday; comfy; vacation","Yes","For sale","A-line","N","TopsTexOnepieceAlineNHalterneckstripe3",7787.0,"zyfDB5e3txdaoGB9Z"
"striped maxi dress","Red","No","1400",350.0,"Red","Light blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Elegant","everyday; vacation","Yes","For sale","A-long","N","TopsTexOnepieceAlongNStripe0",4729.0,"6LWBteQMkif5vtx9T"
"striped maxi dress","Blue","No","1400",350.0,"Blue","Purple","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Elegant","everyday; vacation","Yes","For sale","A-long","N","TopsTexOnepieceAlongNStripe1",7782.0,"khh4v9EEnS8wnEr6C"
"striped maxi dress","Green","No","1400",350.0,"Green","Pink","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Elegant","everyday; vacation","Yes","For sale","A-long","N","TopsTexOnepieceAlongNStripe2",7783.0,"KWQLF7SKgSnFc9GzE"
