"name","variation","body_title","pattern","pattern_title","diy","body_customize","pattern_customize","kit_cost","buy","sell","color_1","color_2","size","source","source_notes","version","hha_concept_1","hha_concept_2","hha_series","hha_set","interact","tag","outdoor","speaker_type","lighting_type","catalog","filename","variant_id","internal_id","unique_entry_id"
"shell speaker","Pearl","Shell color","NA","NA","Yes","Yes","No","7","NFS",5700.0,"White","White","1x1","Crafting",,"1.0.0","ocean","None","shell","None","Yes","Audio","Yes","Cheap","No lighting","Not for sale","FtrShellMusic_Remake_5_0","5_0",5150.0,"Z7mY5xkr8Yiwe8efm"
"silver bug trophy","NA","NA","NA","NA","No","No","No","NA","NFS",425.0,"Gray","Brown","1x1","Bug-Off",,"1.0.0","expensive","None","None","None","No","Museum","No","Does not play music","No lighting","Not for sale","FtrTrophyInsectSilver","NA",1204.0,"o3ay8t2xPihtRZB9k"
"silver fish trophy","NA","NA","NA","NA","No","No","No","NA","NFS",425.0,"Gray","Brown","1x1","Fishing Tourney",,"1.0.0","expensive","None","None","None","No","Museum","No","Does not play music","No lighting","Not for sale","FtrTrophyFishSilver","NA",1201.0,"e9xcMKLek5GDNFT8e"
"silver HHA trophy","NA","NA","NA","NA","No","No","No","NA","NFS",425.0,"Gray","Brown","1x1","HHA",,"1.0.0","expensive","None","None","None","No","Museum","No","Does not play music","No lighting","Not for sale","FtrTrophyHhaSilver","NA",7100.0,"qMCEizQuZhTJyEmg8"
"simple kettle","Red","NA","NA","NA","No","No","No","NA","1300",325.0,"Red","Orange","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","For sale","FtrKettle_Remake_0_0","0_0",1845.0,"6ThF9KvRpEi8DQYMv"
"simple kettle","Yellow","NA","NA","NA","No","No","No","NA","1300",325.0,"Yellow","Orange","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","For sale","FtrKettle_Remake_1_0","1_0",1845.0,"8cm4nPnyRBqSx2LHu"
"simple kettle","Green","NA","NA","NA","No","No","No","NA","1300",325.0,"Green","Orange","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","For sale","FtrKettle_Remake_2_0","2_0",1845.0,"ea5wukwHqNS5d4SS6"
"simple kettle","Blue","NA","NA","NA","No","No","No","NA","1300",325.0,"Light blue","Brown","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","For sale","FtrKettle_Remake_3_0","3_0",1845.0,"SPggGudetGpfqhZQZ"
"simple kettle","Black","NA","NA","NA","No","No","No","NA","1300",325.0,"Black","Brown","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","For sale","FtrKettle_Remake_4_0","4_0",1845.0,"AidhxCbjxSfThvMkD"
"simple kettle","Navy blue","NA","NA","NA","No","No","No","NA","1300",325.0,"Blue","Brown","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","For sale","FtrKettle_Remake_5_0","5_0",1845.0,"QgBGgXjTzqTQEwQQT"
"simple kettle","White","NA","NA","NA","No","No","No","NA","1300",325.0,"White","Red","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","For sale","FtrKettle_Remake_6_0","6_0",1845.0,"DH6M4riNCexGcMs8y"
"snail model","NA","NA","NA","NA","No","No","No","NA","NFS",750.0,"Beige","Beige","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectKatatsumuriToy","NA",7072.0,"7sokY9bvEqzsQk8do"
"snapping turtle model","NA","NA","NA","NA","No","No","No","NA","NFS",15000.0,"Brown","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishKamitsukigameToy","NA",6964.0,"pt4k79sHKc6vkQH9C"
"snow globe","NA","NA","NA","NA","No","No","No","NA","1300",325.0,"White","Colorful","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","freezing cold","None","None","Yes","Seasonal Decor","No","Does not play music","No lighting","For sale","FtrSnowglobe","NA",1145.0,"R9mRJt4N8eRuFrWAb"
"soft-shelled turtle model","NA","NA","NA","NA","No","No","No","NA","NFS",11250.0,"Green","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishSupponToy","NA",7017.0,"QRh8R2Ng78CirFKoc"
"soup kettle","Corn soup","NA","NA","NA","No","No","No","NA","3300",825.0,"Yellow","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","For sale","FtrSoupjar_Remake_0_0","0_0",3619.0,"XQRKp8K4GbweLyPBf"
"soup kettle","Cream stew","NA","NA","NA","No","No","No","NA","3300",825.0,"White","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","For sale","FtrSoupjar_Remake_1_0","1_0",3619.0,"ESWx4iSKABLJZo7yg"
"soup kettle","Curry","NA","NA","NA","No","No","No","NA","3300",825.0,"Brown","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","For sale","FtrSoupjar_Remake_2_0","2_0",3619.0,"3C8Amw4njjHD6gBP7"
"soup kettle","Minestrone","NA","NA","NA","No","No","No","NA","3300",825.0,"Orange","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","For sale","FtrSoupjar_Remake_3_0","3_0",3619.0,"uN2r2ezxByz3csK3F"
"soup kettle","Borscht","NA","NA","NA","No","No","No","NA","3300",825.0,"Red","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","For sale","FtrSoupjar_Remake_4_0","4_0",3619.0,"6riMmCcDYWPHdkcuf"
"soup kettle","Green curry","NA","NA","NA","No","No","No","NA","3300",825.0,"Green","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","For sale","FtrSoupjar_Remake_5_0","5_0",3619.0,"biDEeNhL5GnDyEDcv"
"soup kettle","Hot-and-sour soup","NA","NA","NA","No","No","No","NA","3300",825.0,"Orange","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","For sale","FtrSoupjar_Remake_6_0","6_0",3619.0,"MseGPwTTZGWBzYEAQ"
"soup kettle","Congee","NA","NA","NA","No","No","No","NA","3300",825.0,"White","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","For sale","FtrSoupjar_Remake_7_0","7_0",3619.0,"awPCfMq3opt2H7D3K"
"spider model","NA","NA","NA","NA","No","No","No","NA","NFS",1800.0,"Black","Yellow","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectKumoToy","NA",7079.0,"Emqtopq9uB9CE2jGF"
"squid model","NA","NA","NA","NA","No","No","No","NA","NFS",1500.0,"Beige","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishIkaToy","NA",6958.0,"rMARsh77AysozogJr"
"stack of books","Literature","Genre","NA","NA","Yes","Yes","No","1","NFS",725.0,"Colorful","White","1x1","Crafting",,"1.0.0","den","living room","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrBooks_Remake_0_0","0_0",1759.0,"nfxH8g2g6aAK82zXb"
"stack of books","Comics","Genre","NA","NA","Yes","Yes","No","1","NFS",725.0,"Colorful","White","1x1","Crafting",,"1.0.0","den","living room","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrBooks_Remake_1_0","1_0",1759.0,"6LCXdTqKw6upEfTxg"
"stack of books","Reference","Genre","NA","NA","Yes","Yes","No","1","NFS",725.0,"Colorful","White","1x1","Crafting",,"1.0.0","den","living room","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrBooks_Remake_2_0","2_0",1759.0,"DzDzr9AhLfNeZwEnL"
"stack of books","Old","Genre","NA","NA","Yes","Yes","No","1","NFS",725.0,"Beige","Yellow","1x1","Crafting",,"1.0.0","den","living room","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrBooks_Remake_3_0","3_0",1759.0,"w2yxQvSwFMmDTCJbj"
"stacked magazines","NA","NA","Gardening","Covers","Yes","No","Yes","2","NFS",630.0,"Colorful","Green","1x1","Crafting",,"1.0.0","garage","child's room","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagagine_Remake_0_0","0_0",1861.0,"Bx2dLKff8EsLDGJD2"
"stacked magazines","NA","NA","Travel","Covers","Yes","No","Yes","2","NFS",630.0,"Colorful","Red","1x1","Crafting",,"1.0.0","garage","child's room","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagagine_Remake_0_1","0_1",1861.0,"hkdbRZWw2n4CTiZqW"
"stacked magazines","NA","NA","Fashion","Covers","Yes","No","Yes","2","NFS",630.0,"Colorful","Gray","1x1","Crafting",,"1.0.0","garage","child's room","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagagine_Remake_0_2","0_2",1861.0,"9inJanBbxvG9HjmWL"
"stacked magazines","NA","NA","Sports","Covers","Yes","No","Yes","2","NFS",630.0,"Colorful","Colorful","1x1","Crafting",,"1.0.0","garage","child's room","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagagine_Remake_0_3","0_3",1861.0,"vLT5S3gFS4YMjQmTC"
"stacked magazines","NA","NA","Comics","Covers","Yes","No","Yes","2","NFS",630.0,"Colorful","Colorful","1x1","Crafting",,"1.0.0","garage","child's room","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagagine_Remake_0_4","0_4",1861.0,"nEjkQW45qqzJQEDSh"
"stacked magazines","NA","NA","Kids","Covers","Yes","No","Yes","2","NFS",630.0,"Colorful","Pink","1x1","Crafting",,"1.0.0","garage","child's room","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagagine_Remake_0_5","0_5",1861.0,"j32nXDx6Z6Ke9peCM"
"stacked magazines","NA","NA","Weekly news","Covers","Yes","No","Yes","2","NFS",630.0,"Colorful","Colorful","1x1","Crafting",,"1.0.0","garage","child's room","None","None","No","Study","No","Does not play music","No lighting","Not for sale","FtrMagagine_Remake_0_6","0_6",1861.0,"TJ3ZSDCvjpimL2Esm"
"stand mixer","Gray","NA","NA","NA","No","No","No","NA","1400",350.0,"Gray","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","Yes","Kitchen Things","No","Does not play music","No lighting","For sale","FtrStandmixer_Remake_0_0","0_0",4019.0,"3fYtaGL6LWMHoXcpL"
"stand mixer","Red","NA","NA","NA","No","No","No","NA","1400",350.0,"Red","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","Yes","Kitchen Things","No","Does not play music","No lighting","For sale","FtrStandmixer_Remake_1_0","1_0",4019.0,"WFt5c3PKBxxkbiybu"
"stand mixer","Pink","NA","NA","NA","No","No","No","NA","1400",350.0,"Pink","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","Yes","Kitchen Things","No","Does not play music","No lighting","For sale","FtrStandmixer_Remake_2_0","2_0",4019.0,"cqgkgwPPL7Ktwci4r"
"stand mixer","Light blue","NA","NA","NA","No","No","No","NA","1400",350.0,"Light blue","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","Yes","Kitchen Things","No","Does not play music","No lighting","For sale","FtrStandmixer_Remake_3_0","3_0",4019.0,"X2RfeK45afck2tHsP"
"stand mixer","Yellow","NA","NA","NA","No","No","No","NA","1400",350.0,"Yellow","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","Yes","Kitchen Things","No","Does not play music","No lighting","For sale","FtrStandmixer_Remake_4_0","4_0",4019.0,"283hb2AkWpgduyxE9"
"stand mixer","Black","NA","NA","NA","No","No","No","NA","1400",350.0,"Black","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","Yes","Kitchen Things","No","Does not play music","No lighting","For sale","FtrStandmixer_Remake_5_0","5_0",4019.0,"FNxhgtMKjQRGeZvEY"
"star clock","Yellow","Color","NA","NA","Yes","Yes","No","3","NFS",2250.0,"Yellow","Yellow","1x1","Crafting",,"1.0.0","space","fancy","stars","None","Yes","Clock","No","Does not play music","Fluorescent","Not for sale","FtrStarClock_Remake_0_0","0_0",7253.0,"awi53fT5dS9coq24J"
"star clock","Green","Color","NA","NA","Yes","Yes","No","3","NFS",2250.0,"Green","Green","1x1","Crafting",,"1.0.0","space","fancy","stars","None","Yes","Clock","No","Does not play music","Fluorescent","Not for sale","FtrStarClock_Remake_1_0","1_0",7253.0,"THvrGkA3HvEnu2pPo"
"star clock","Blue","Color","NA","NA","Yes","Yes","No","3","NFS",2250.0,"Light blue","Light blue","1x1","Crafting",,"1.0.0","space","fancy","stars","None","Yes","Clock","No","Does not play music","Fluorescent","Not for sale","FtrStarClock_Remake_2_0","2_0",7253.0,"Z6FQaHcgRgTMtQMaa"
"star clock","Purple","Color","NA","NA","Yes","Yes","No","3","NFS",2250.0,"Purple","Purple","1x1","Crafting",,"1.0.0","space","fancy","stars","None","Yes","Clock","No","Does not play music","Fluorescent","Not for sale","FtrStarClock_Remake_3_0","3_0",7253.0,"A9Ctcgrn56AWGo5rF"
"star clock","Pink","Color","NA","NA","Yes","Yes","No","3","NFS",2250.0,"Pink","Pink","1x1","Crafting",,"1.0.0","space","fancy","stars","None","Yes","Clock","No","Does not play music","Fluorescent","Not for sale","FtrStarClock_Remake_4_0","4_0",7253.0,"8CvZoLfcKFEuv6Djz"
"star clock","Orange","Color","NA","NA","Yes","Yes","No","3","NFS",2250.0,"Orange","Orange","1x1","Crafting",,"1.0.0","space","fancy","stars","None","Yes","Clock","No","Does not play music","Fluorescent","Not for sale","FtrStarClock_Remake_5_0","5_0",7253.0,"LaZMHcqkGmWZMf4yP"
"star clock","White","Color","NA","NA","Yes","Yes","No","3","NFS",2250.0,"White","White","1x1","Crafting",,"1.0.0","space","fancy","stars","None","Yes","Clock","No","Does not play music","Fluorescent","Not for sale","FtrStarClock_Remake_6_0","6_0",7253.0,"kAM68SanGo4jJFdd6"
"steamer-basket set","NA","NA","NA","NA","Yes","No","No","NA","NFS",2400.0,"Beige","Beige","1x1","Crafting",,"1.0.0","zen-style","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","Not for sale","FtrBasketsteamer","NA",3344.0,"QB47a7FhZkWF8JFzZ"
"stinkbug model","NA","NA","NA","NA","No","No","No","NA","NFS",360.0,"Green","Green","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectKamemushiToy","NA",7069.0,"t63apdomFR5gXBwsX"
"stovetop espresso maker","Silver","NA","NA","NA","No","No","No","NA","1700",425.0,"Gray","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","For sale","FtrEspressomaker_Remake_0_0","0_0",8297.0,"wr2NPpAn7ZxpTChBE"
"stovetop espresso maker","Black","NA","NA","NA","No","No","No","NA","1700",425.0,"Black","Gray","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","For sale","FtrEspressomaker_Remake_1_0","1_0",8297.0,"BTcjoEbTRPPLAdu6c"
"stovetop espresso maker","Red","NA","NA","NA","No","No","No","NA","1700",425.0,"Red","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","For sale","FtrEspressomaker_Remake_2_0","2_0",8297.0,"wAruLF3uYs7GfDPXm"
"stringfish model","NA","NA","NA","NA","No","No","No","NA","NFS",45000.0,"Brown","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishItouToy","NA",6960.0,"CpfFSRcdwg8emdXAE"
"sturdy sewing box","Natural","NA","NA","NA","No","No","No","NA","1000",250.0,"Beige","Orange","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Sewing Table","No","Does not play music","No lighting","For sale","FtrSewingbox_Remake_0_0","0_0",3442.0,"4PiBBzgPPSrZrZPyp"
"sturdy sewing box","Brown","NA","NA","NA","No","No","No","NA","1000",250.0,"Orange","Brown","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Sewing Table","No","Does not play music","No lighting","For sale","FtrSewingbox_Remake_1_0","1_0",3442.0,"4aWued4WNk39Xgs7E"
"sturdy sewing box","Dark brown","NA","NA","NA","No","No","No","NA","1000",250.0,"Brown","Orange","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Sewing Table","No","Does not play music","No lighting","For sale","FtrSewingbox_Remake_2_0","2_0",3442.0,"bzkYf2qJAstefiLJG"
"sturdy sewing box","White","NA","NA","NA","No","No","No","NA","1000",250.0,"White","Red","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Sewing Table","No","Does not play music","No lighting","For sale","FtrSewingbox_Remake_3_0","3_0",3442.0,"yXLjX4Py8dAhg6YM7"
"sturdy sewing box","Navy blue","NA","NA","NA","No","No","No","NA","1000",250.0,"Blue","White","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Sewing Table","No","Does not play music","No lighting","For sale","FtrSewingbox_Remake_4_0","4_0",3442.0,"bc4GcnYNsxbAFe4dk"
"sturdy sewing box","Black","NA","NA","NA","No","No","No","NA","1000",250.0,"Black","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Sewing Table","No","Does not play music","No lighting","For sale","FtrSewingbox_Remake_5_0","5_0",3442.0,"dQHqyiK4tNvLtDsZ3"
"sturgeon model","NA","NA","NA","NA","No","No","No","NA","NFS",30000.0,"Black","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishTyouzameToy","NA",7023.0,"YxWtdhyqG2wdodcwW"
"succulent plant","NA","NA","NA","NA","Yes","No","No","NA","NFS",220.0,"Colorful","Gray","1x1","Crafting",,"1.0.0","living room","None","None","None","No","Plants","No","Does not play music","No lighting","Not for sale","FtrPlantSucculents","NA",132.0,"X9p2qvcXwce7Ad9Ck"
"suckerfish model","NA","NA","NA","NA","No","No","No","NA","NFS",4500.0,"Black","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishKobanzameToy","NA",6979.0,"zBvsPDTHHCSAgcN3R"
"surgeonfish model","NA","NA","NA","NA","No","No","No","NA","NFS",3000.0,"Blue","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishNanyouhagiToy","NA",6988.0,"7yHN3frmGw3prZe2q"
"sweetfish model","NA","NA","NA","NA","No","No","No","NA","NFS",2700.0,"Green","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishAyuToy","NA",6936.0,"E6kD8AtANK4cooXL7"
"table lamp","NA","NA","White","Lampshade","No","No","Yes","1","1100",275.0,"Beige","White","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","den","child's room","None","None","Yes","Lamp","No","Does not play music","Fluorescent","For sale","FtrLampDesk_Remake_0_0","0_0",4069.0,"eqYBYuDovjWrwygke"
"table lamp","NA","NA","Black","Lampshade","No","No","Yes","1","1100",275.0,"Beige","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","den","child's room","None","None","Yes","Lamp","No","Does not play music","Fluorescent","For sale","FtrLampDesk_Remake_0_1","0_1",4069.0,"v5QsRAPb3hbHp5FSY"
"table lamp","NA","NA","Red flowers","Lampshade","No","No","Yes","1","1100",275.0,"Beige","Red","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","den","child's room","None","None","Yes","Lamp","No","Does not play music","Fluorescent","For sale","FtrLampDesk_Remake_0_2","0_2",4069.0,"WxBffG2QMMSqHXQW7"
"table lamp","NA","NA","Blue flowers","Lampshade","No","No","Yes","1","1100",275.0,"Beige","Blue","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","den","child's room","None","None","Yes","Lamp","No","Does not play music","Fluorescent","For sale","FtrLampDesk_Remake_0_3","0_3",4069.0,"9tPGkJGmBBwuEnu6F"
"table lamp","NA","NA","Green flowers","Lampshade","No","No","Yes","1","1100",275.0,"Beige","Green","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","den","child's room","None","None","Yes","Lamp","No","Does not play music","Fluorescent","For sale","FtrLampDesk_Remake_0_4","0_4",4069.0,"RfLAsuC7hf4HD8HFY"
"table lamp","NA","NA","Yellow flowers","Lampshade","No","No","Yes","1","1100",275.0,"Beige","Yellow","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","den","child's room","None","None","Yes","Lamp","No","Does not play music","Fluorescent","For sale","FtrLampDesk_Remake_0_5","0_5",4069.0,"zisxuN2mKpMfnihHy"
"table lamp","NA","NA","Pink flowers","Lampshade","No","No","Yes","1","1100",275.0,"Beige","Pink","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","den","child's room","None","None","Yes","Lamp","No","Does not play music","Fluorescent","For sale","FtrLampDesk_Remake_0_6","0_6",4069.0,"Sgyv4zaEsuiMfDo7N"
"table setting","White","NA","White","Placemat","No","No","Yes","1","720",180.0,"White","Beige","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","shop","expensive","None","None","No","Dining","No","Does not play music","No lighting","For sale","FtrTablesetting_Remake_0_0","0_0",4068.0,"FnxQWcFAj53C9nfYE"
"table setting","White","NA","Navy blue","Placemat","No","No","Yes","1","720",180.0,"White","Blue","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","shop","expensive","None","None","No","Dining","No","Does not play music","No lighting","For sale","FtrTablesetting_Remake_0_1","0_1",4068.0,"FEvpwF6YsAxR9ZfCg"
"table setting","White","NA","Pink","Placemat","No","No","Yes","1","720",180.0,"White","Pink","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","shop","expensive","None","None","No","Dining","No","Does not play music","No lighting","For sale","FtrTablesetting_Remake_0_2","0_2",4068.0,"scHZ23CuDBd6v7Kmj"
"table setting","White","NA","Orange","Placemat","No","No","Yes","1","720",180.0,"White","Yellow","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","shop","expensive","None","None","No","Dining","No","Does not play music","No lighting","For sale","FtrTablesetting_Remake_0_3","0_3",4068.0,"iALvRiYjPwpygrME8"
"table setting","White","NA","Green","Placemat","No","No","Yes","1","720",180.0,"White","Green","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","shop","expensive","None","None","No","Dining","No","Does not play music","No lighting","For sale","FtrTablesetting_Remake_0_4","0_4",4068.0,"FEp5mKLe2Ep2Yz3Co"
"table setting","Pink","NA","White","Placemat","No","No","Yes","1","720",180.0,"Pink","Beige","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","shop","expensive","None","None","No","Dining","No","Does not play music","No lighting","For sale","FtrTablesetting_Remake_1_0","1_0",4068.0,"ACB2XAWMjkvPPhm8P"
"table setting","Pink","NA","Navy blue","Placemat","No","No","Yes","1","720",180.0,"Pink","Blue","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","shop","expensive","None","None","No","Dining","No","Does not play music","No lighting","For sale","FtrTablesetting_Remake_1_1","1_1",4068.0,"RBES5HQE8Mf5EbnWx"
"table setting","Pink","NA","Pink","Placemat","No","No","Yes","1","720",180.0,"Pink","Pink","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","shop","expensive","None","None","No","Dining","No","Does not play music","No lighting","For sale","FtrTablesetting_Remake_1_2","1_2",4068.0,"a62PNpXL6j9xKR88s"
"table setting","Pink","NA","Orange","Placemat","No","No","Yes","1","720",180.0,"Pink","Yellow","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","shop","expensive","None","None","No","Dining","No","Does not play music","No lighting","For sale","FtrTablesetting_Remake_1_3","1_3",4068.0,"X8PGJGs9LG2fcxZht"
"table setting","Pink","NA","Green","Placemat","No","No","Yes","1","720",180.0,"Pink","Green","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","shop","expensive","None","None","No","Dining","No","Does not play music","No lighting","For sale","FtrTablesetting_Remake_1_4","1_4",4068.0,"wQZR8wsdQftrQ9fBN"
"table setting","Yellow","NA","White","Placemat","No","No","Yes","1","720",180.0,"Yellow","Beige","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","shop","expensive","None","None","No","Dining","No","Does not play music","No lighting","For sale","FtrTablesetting_Remake_2_0","2_0",4068.0,"3nehzPtZDeRmDjed7"
"table setting","Yellow","NA","Navy blue","Placemat","No","No","Yes","1","720",180.0,"Yellow","Blue","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","shop","expensive","None","None","No","Dining","No","Does not play music","No lighting","For sale","FtrTablesetting_Remake_2_1","2_1",4068.0,"QuRfBzYMpPcsmTSAs"
