"name","index_1","material_1","index_2","material_2","index_3","material_3","index_4","material_4","index_5","material_5","index_6","material_6","buy","sell","miles_price","source","source_notes","recipes_to_unlock","version","category","serial_id","internal_id","unique_entry_id"
"peach surprise box",10.0,"peach",4.0,"softwood",,,,,,,,,"NFS",200.0,"NA","Normal villagers",,100.0,"1.0.0","Miscellaneous",1501.0,188.0,"47GdZP9FTse2XqXCv"
"peach umbrella",7.0,"peach",,,,,,,,,,,"NFS",200.0,"NA","Normal villagers",,100.0,"1.0.0","Umbrellas",1580.0,620.0,"bpoAgczMK3d6dmtte"
"peach wall",20.0,"peach",,,,,,,,,,,"NFS",200.0,"NA","Normal villagers",,100.0,"1.0.0","Wallpaper",1550.0,306.0,"EtpBMH46crTvLrLrn"
"pear bed",10.0,"pear",6.0,"softwood",,,,,,,,,"NFS",200.0,"NA","Jock villagers",,100.0,"1.0.0","Housewares",1601.0,186.0,"cGN8QeEJjgtfZJnqv"
"pear dress",8.0,"pear",,,,,,,,,,,"NFS",200.0,"NA","Jock villagers",,100.0,"1.0.0","Dresses",1682.0,615.0,"Gc8pnkWgCZcMbeJnk"
"pear hat",5.0,"pear",,,,,,,,,,,"NFS",200.0,"NA","Jock villagers",,100.0,"1.0.0","Headwear",1681.0,616.0,"u6hqbCNXEpdwk5TyW"
"pear rug",6.0,"pear",,,,,,,,,,,"NFS",200.0,"NA","Jock villagers",,100.0,"1.0.0","Rugs",1670.0,546.0,"eEcepcMqPiijQzjta"
"pear umbrella",7.0,"pear",,,,,,,,,,,"NFS",200.0,"NA","Jock villagers",,100.0,"1.0.0","Umbrellas",1680.0,617.0,"Z4yN2HWQNGM9HYBZo"
"pear wall",20.0,"pear",,,,,,,,,,,"NFS",200.0,"NA","Jock villagers",,100.0,"1.0.0","Wallpaper",1650.0,305.0,"es6hFYQ5DneXyj8od"
"pear wardrobe",10.0,"pear",5.0,"wood",,,,,,,,,"NFS",200.0,"NA","Jock villagers",,100.0,"1.0.0","Housewares",1600.0,9.0,"ruECmxoLmFHpjeKau"
"pile of leaves",3.0,"pine cone",5.0,"clump of weeds",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Fall",0.0,"1.0.0","Housewares",2902.0,586.0,"4DfamX3gvgQKPaGYi"
"pile of zen cushions",3.0,"zen cushion",,,,,,,,,,,"NFS",200.0,"NA","Cranky villagers",,100.0,"1.0.0","Housewares",2140.0,521.0,"2CGSv5apJjzb9AZS5"
"pine bonsai tree",8.0,"pine cone",5.0,"clay",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Fall",0.0,"1.0.0","Miscellaneous",2910.0,592.0,"ifZ8RQ4kxXgJawABR"
"Pisces lamp",3.0,"star fragment",2.0,"Pisces fragment",2.0,"gold nugget",4.0,"stone",,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Housewares",2311.0,399.0,"WkqrKtCEaK8GTwQ6L"
"pitfall seed",4.0,"clump of weeds",6.0,"tree branch",,,,,,,,,"NFS",200.0,"NA","Jock villagers","Also obtained from digging up an existing pitfall",100.0,"1.0.0","Other",135.0,264.0,"QB33ur4L2mq5CvL4X"
"plain sink",6.0,"wood",4.0,"clay",1.0,"iron nugget",,,,,,,"NFS",200.0,"NA","Wildest Dreams DIY","Purchase Wildest Dreams DIY from Nook's Cranny",0.0,"1.0.0","Housewares",371.0,174.0,"2ep7S8GmDoqMHTzTo"
"plain wooden shop sign",6.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Jock villagers",,0.0,"1.0.0","Housewares",372.0,166.0,"q5Gq6yTqh25mfP83A"
"pond stone",10.0,"stone",,,,,,,,,,,"NFS",200.0,"NA","Snooty villagers",,0.0,"1.0.0","Housewares",819.0,513.0,"LqSfpSHJgQyAJDHkJ"
"pot",5.0,"clay",,,,,,,,,,,"NFS",200.0,"NA","Tom Nook; Cranky villagers","Obtained during the main storyline during the villager house development quest",0.0,"1.0.0","Miscellaneous",703.0,37.0,"4kNto6azXBJEzDZvA"
"potted ivy",5.0,"clump of weeds",5.0,"clay",,,,,,,,,"NFS",200.0,"NA","Test Your DIY Skills","Purchase Test Your DIY Skills from Nook's Cranny.",0.0,"1.0.0","Wall-mounted",1231.0,214.0,"PRZpskqoyoPoT6g3c"
"pretty cosmos wreath",3.0,"orange cosmos",3.0,"pink cosmos",3.0,"red cosmos",,,,,,,"NFS",200.0,"NA","All Villagers",,100.0,"1.0.0","Wall-mounted",3547.0,445.0,"sSXrhgXnaQfP53KFk"
"pretty tulip wreath",3.0,"orange tulips",3.0,"pink tulips",3.0,"purple tulips",,,,,,,"NFS",200.0,"NA","All Villagers",,100.0,"1.0.0","Wall-mounted",3550.0,361.0,"z4k9YXZrLp9x6TXXF"
"purple hyacinth crown",6.0,"purple hyacinths",,,,,,,,,,,"NFS",200.0,"NA","All Villagers",,200.0,"1.0.0","Headwear",3622.0,239.0,"aHwaJQnuBTPrrjRtM"
"purple hyacinth wreath",10.0,"purple hyacinths",,,,,,,,,,,"NFS",200.0,"NA","All Villagers",,200.0,"1.0.0","Wall-mounted",3562.0,452.0,"QXWyxbAncQeicP3xY"
"purple pansy crown",6.0,"purple pansies",,,,,,,,,,,"NFS",200.0,"NA","All Villagers",,200.0,"1.0.0","Headwear",3619.0,248.0,"NJ8nZjXNYWmYkzzGA"
"purple windflower crown",6.0,"purple windflowers",,,,,,,,,,,"NFS",200.0,"NA","All Villagers",,200.0,"1.0.0","Headwear",3602.0,242.0,"kz9eW99mbZKy5QZSA"
"raccoon figurine",6.0,"clay",,,,,,,,,,,"NFS",200.0,"NA","Cranky villagers",,0.0,"1.0.0","Housewares",705.0,520.0,"c3iADXgcRcQv3cTF3"
"recycled boots",2.0,"boot",,,,,,,,,,,"NFS",200.0,"NA","Fishing up a boot",,0.0,"1.0.0","Shoes",690.0,664.0,"yqYz3fPAdv4nDcv9X"
"recycled-can thumb piano",1.0,"empty can",1.0,"wood",1.0,"iron nugget",,,,,,,"NFS",200.0,"NA","Fishing up an empty can",,0.0,"1.0.0","Miscellaneous",600.0,504.0,"Wg8fZ2B2HqkvzvHDP"
"red-leaf pile",3.0,"maple leaf",4.0,"clump of weeds",,,,,,,,,"NFS",200.0,"NA","Balloons; Isabelle","Only available during Maple Leaf Season",0.0,"1.0.0","Housewares",2901.0,589.0,"mLrdRGTNsXKuekHhN"
"ringtoss",2.0,"wood",2.0,"softwood",,,,,,,,,"NFS",200.0,"NA","Test Your DIY Skills","Purchase Test Your DIY Skills from Nook's Cranny.",0.0,"1.0.0","Miscellaneous",460.0,43.0,"oADtSa2zmTwZ9NMQz"
"robot hero",1.0,"rocket",1.0,"gold armor",30.0,"rusted part",90.0,"iron nugget",10.0,"gold nugget",,,"NFS",200.0,"5000","Nook Miles Exchange",,0.0,"1.0.0","Housewares",2228.0,594.0,"4AjeuiarF5T2AAKSG"
"rocket",10.0,"star fragment",20.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Housewares",2221.0,409.0,"xMbimsjjXPKdPSXxF"
"rocking chair",3.0,"wood",5.0,"softwood",,,,,,,,,"NFS",200.0,"NA","Test Your DIY Skills","Purchase Test Your DIY Skills from Nook's Cranny.",0.0,"1.0.0","Housewares",376.0,57.0,"8iX4opSXHjcJBorzj"
"rocking horse",5.0,"softwood",,,,,,,,,,,"NFS",200.0,"NA","Normal villagers",,0.0,"1.0.0","Housewares",403.0,102.0,"mYp7N7KfrH4GprNif"
"rope fence",4.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"1000","Nook Miles Exchange",,0.0,"1.0.0","Fencing",990.0,549.0,"376NtDBZyAE9mDtSo"
"rose bed",10.0,"red roses",5.0,"wood",,,,,,,,,"NFS",200.0,"NA","Smug villagers",,50.0,"1.0.0","Housewares",3504.0,507.0,"7JwEWxhn5RhmvkgpS"
"rose crown",2.0,"red roses",2.0,"yellow roses",2.0,"white roses",,,,,,,"NFS",200.0,"NA","All Villagers",,0.0,"1.0.0","Headwear",3612.0,252.0,"nn5Ax694CmD7dzkDZ"
"rose wand",1.0,"red roses",3.0,"star fragment",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Tools",3674.0,529.0,"hH9qJNGJpxbY2TYTt"
"rose wreath",3.0,"red roses",3.0,"white roses",3.0,"yellow roses",,,,,,,"NFS",200.0,"NA","All Villagers",,50.0,"1.0.0","Wall-mounted",3552.0,229.0,"Swx6c6NHk94Htn86t"
"rustic-stone wall",5.0,"stone",5.0,"clay",,,,,,,,,"NFS",200.0,"NA","Snooty villagers",,0.0,"1.0.0","Wallpaper",851.0,324.0,"MmjudYWMYWwucKrMG"
"Sagittarius arrow",3.0,"star fragment",2.0,"Sagittarius fragment",2.0,"gold nugget",,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Wall-mounted",2308.0,376.0,"E3TJjo97BMNgHWPAH"
"sakura-wood flooring",5.0,"cherry-blossom petal",10.0,"wood",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Cherry-Blossom Season",0.0,"1.0.0","Floors",2661.0,649.0,"fPZCc3qyHmip4YE4o"
"sakura-wood wall",5.0,"cherry-blossom petal",10.0,"wood",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Cherry-Blossom Season",0.0,"1.0.0","Wallpaper",2651.0,321.0,"qweZmh7LNTLp9FDiY"
"sandy-beach flooring",1.0,"sea snail",1.0,"venus comb",1.0,"sand dollar",1.0,"coral",1.0,"giant clam",1.0,"cowrie","NFS",200.0,"NA","Jock villagers",,0.0,"1.0.0","Floors",2760.0,669.0,"39nh7pMHJthnDFjYE"
"satellite",10.0,"star fragment",15.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Housewares",2222.0,379.0,"LZgRMaLeBJvSmGPGu"
"sauna heater",6.0,"stone",3.0,"iron nugget",3.0,"wood",,,,,,,"NFS",200.0,"NA","Lazy villagers",,0.0,"1.0.0","Housewares",810.0,374.0,"LmA3DipMGKZb35bBf"
"scarecrow",3.0,"tree branch",5.0,"clump of weeds",,,,,,,,,"NFS",200.0,"NA","Cranky villagers",,0.0,"1.0.0","Housewares",204.0,655.0,"MWhpvNPWowwPKTPb3"
"scattered papers",1.0,"document stack",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,100.0,"1.0.0","Housewares",2121.0,463.0,"inzHEDTLeK6KZoiqa"
"sci-fi flooring",5.0,"star fragment",1.0,"large star fragment",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Floors",2262.0,477.0,"HYS6oTgQ85xyP8cuv"
"sci-fi wall",5.0,"star fragment",1.0,"large star fragment",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Wallpaper",2252.0,292.0,"e4h5PiReE4wkz2mvY"
"Scorpio lamp",3.0,"star fragment",2.0,"Scorpius fragment",2.0,"gold nugget",5.0,"stone",,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Miscellaneous",2307.0,380.0,"nJbz3cz3Adu75WTG4"
"shell arch",3.0,"sea snail",3.0,"venus comb",3.0,"sand dollar",3.0,"coral",3.0,"giant clam",3.0,"cowrie","NFS",200.0,"NA","Lazy villagers",,100.0,"1.0.0","Housewares",2705.0,175.0,"o6M2coQ6bLoDQsWBm"
"shell bed",5.0,"giant clam",3.0,"clay",4.0,"stone",,,,,,,"NFS",200.0,"NA","Peppy villagers",,0.0,"1.0.0","Housewares",2703.0,181.0,"PQaCd4ohLujJeKoLQ"
"shell fountain",5.0,"giant clam",3.0,"stone",,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,0.0,"1.0.0","Housewares",2701.0,180.0,"FQcXcbtASXK7kdQ9Q"
"shell lamp",2.0,"giant clam",3.0,"clay",,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,0.0,"1.0.0","Miscellaneous",2706.0,182.0,"27oeQoY4DhhmPaEWS"
"shell partition",4.0,"venus comb",4.0,"conch",,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,0.0,"1.0.0","Housewares",2704.0,176.0,"JnmHHHWXPk99xRkwD"
"shell rug",3.0,"giant clam",,,,,,,,,,,"NFS",200.0,"NA","Peppy villagers",,0.0,"1.0.0","Rugs",2770.0,668.0,"pJJzEZ9zTJQvgRdLu"
"shell speaker",3.0,"conch",2.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,0.0,"1.0.0","Miscellaneous",2707.0,200.0,"WdK7LJ8fbgXe9kfBv"
"shell stool",5.0,"cowrie",,,,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,0.0,"1.0.0","Housewares",2700.0,177.0,"f4wdMHhuARgmQfdnB"
"shell table",7.0,"sand dollar",3.0,"clay",,,,,,,,,"NFS",200.0,"NA","Peppy villagers",,0.0,"1.0.0","Housewares",2702.0,178.0,"RXY6M4BmsWFJNqHAt"
"shell wand",3.0,"summer shell",3.0,"star fragment",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Summer",0.0,"1.0.0","Tools",2890.0,534.0,"ZTaYhxtmS2F575QLd"
"shell wreath",1.0,"summer shell",1.0,"sea snail",1.0,"sand dollar",1.0,"coral",1.0,"giant clam",1.0,"cowrie","NFS",200.0,"NA","Balloons","Only available during Summer",0.0,"1.0.0","Wall-mounted",2840.0,219.0,"k7dondWtbpmYBYHaX"
"shellfish pochette",2.0,"giant clam",6.0,"summer shell",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Summer",0.0,"1.0.0","Bags",2880.0,634.0,"yArwqRFy5soMedxMk"
"shovel",1.0,"flimsy shovel",1.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Pretty Good Tools Recipes","Purchase Pretty Good Tools Recipes via Nook Miles Redemption",0.0,"1.0.0","Tools",104.0,281.0,"M3RrgtikixGSNWq24"
"signpost",2.0,"hardwood",3.0,"softwood",,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,100.0,"1.0.0","Housewares",439.0,213.0,"Z6H8xP4vNMznirGDX"
"silo",12.0,"iron nugget",6.0,"hardwood",12.0,"clay",12.0,"stone",,,,,"NFS",200.0,"3000","Nook Miles Exchange",,0.0,"1.0.0","Housewares",708.0,598.0,"6czwDvwNcJ6aLqsPm"
"simple DIY workbench",5.0,"hardwood",1.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Jock villagers",,0.0,"1.0.0","Housewares",300.0,494.0,"BBHuZzdLe6H7GEw2R"
"simple mum crown",6.0,"green mums",,,,,,,,,,,"NFS",200.0,"NA","All Villagers",,200.0,"1.0.0","Headwear",3605.0,260.0,"Pib8R6Z4czejLxJK3"
"simple well",15.0,"stone",1.0,"flimsy shovel",,,,,,,,,"NFS",200.0,"2000","Nook Miles Exchange",,0.0,"1.0.0","Housewares",811.0,36.0,"bFSWqMEdNJZBRALME"
"simple wooden fence",6.0,"softwood",,,,,,,,,,,"NFS",200.0,"1000","Nook Miles Exchange",,0.0,"1.0.0","Fencing",588.0,656.0,"ZGyfJBiFPk58dPFfn"
"ski-slope flooring",8.0,"snowflake",,,,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Winter",0.0,"1.0.0","Floors",3360.0,483.0,"obRJkb8TbaWbaBxAt"
"ski-slope wall",8.0,"snowflake",,,,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Winter",0.0,"1.0.0","Wallpaper",3350.0,295.0,"GpPrFGQc3wjpPYh2C"
"sky-egg outfit",3.0,"sky egg",,,,,,,,,,,"NFS",200.0,"NA","Collecting sky eggs","Only available during Bunny Day",0.0,"1.1.0a","Dresses",3773.0,686.0,"weRPdpf2rNKk5M6To"
"sky-egg shell",2.0,"sky egg",,,,,,,,,,,"NFS",200.0,"NA","Collecting sky eggs","Only available during Bunny Day",0.0,"1.1.0a","Headwear",3772.0,685.0,"dvaSzuxBdqGoQsQtn"
"sky-egg shoes",2.0,"sky egg",,,,,,,,,,,"NFS",200.0,"NA","Collecting sky eggs","Only available during Bunny Day",0.0,"1.1.0a","Shoes",3774.0,687.0,"EHXPk3QeW6EZy7pF9"
"sleigh",8.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Cranky villagers",,0.0,"1.0.0","Housewares",442.0,580.0,"vQCpvpCFNYENPhuKK"
"slingshot",5.0,"hardwood",,,,,,,,,,,"300",200.0,"NA","Nook's Cranny",,0.0,"1.0.0","Tools",111.0,29.0,"Bbew7NAtvtH9wLJrD"
"small cardboard boxes",2.0,"cardboard box",,,,,,,,,,,"NFS",200.0,"NA","Peppy villagers",,0.0,"1.0.0","Housewares",2134.0,609.0,"5dYMgBRhSgGpHNRcW"
"snazzy pansy wreath",3.0,"orange pansies",3.0,"blue pansies",3.0,"yellow pansies",,,,,,,"NFS",200.0,"NA","All Villagers",,100.0,"1.0.0","Wall-mounted",3558.0,451.0,"vyxRpZbkGm3iZo9FG"
"snowflake pochette",6.0,"snowflake",,,,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Winter",0.0,"1.0.0","Bags",3380.0,633.0,"8b7zapAg4LJDda6Tk"
"snowflake wall",12.0,"snowflake",,,,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Winter",0.0,"1.0.0","Wallpaper",3352.0,323.0,"m8fufjb9uRvsqguGC"
"snowflake wreath",4.0,"snowflake",,,,,,,,,,,"NFS",200.0,"NA","Balloons; Isabelle","Only available during Winter",0.0,"1.0.0","Wall-mounted",3340.0,222.0,"syeDkgGnge76zBJ5y"
"snowperson head",1.0,"large snowflake",5.0,"snowflake",,,,,,,,,"NFS",200.0,"NA","Snowboy","Reward for making a perfect Snowboy; Only available during Winter",0.0,"1.0.0","Headwear",3280.0,637.0,"6TuttvHpXz8cBQAqa"
"space shuttle",5.0,"star fragment",10.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Housewares",2223.0,381.0,"rh4nYL67r9Cy33pxj"
"spiky fence",8.0,"hardwood",,,,,,,,,,,"NFS",200.0,"1000","Nook Miles Exchange",,0.0,"1.0.0","Fencing",584.0,553.0,"KwQDAafZxyPRLtYFn"
"stack of books",5.0,"book",,,,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,100.0,"1.0.0","Miscellaneous",2100.0,196.0,"wRs5mmgErDd3guzAD"
"stacked magazines",6.0,"magazine",,,,,,,,,,,"NFS",200.0,"NA","Peppy villagers",,100.0,"1.0.0","Miscellaneous",2111.0,197.0,"3gMLM9p6vJS37zTZe"
"stacked-wood wall",15.0,"hardwood",,,,,,,,,,,"NFS",200.0,"NA","Jock villagers",,0.0,"1.0.0","Wallpaper",528.0,314.0,"NNmn5yJHFnwDWkcRN"
"stall",12.0,"wood",,,,,,,,,,,"NFS",200.0,"2000","Nook Miles Exchange",,0.0,"1.0.0","Housewares",438.0,596.0,"Et4TyaGdqojFhBPej"
"standard umbrella stand",3.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"NA","Cranky villagers",,0.0,"1.0.0","Housewares",907.0,169.0,"vXFQZrMwx56imYidt"
"star clock",3.0,"star fragment",1.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Miscellaneous",2230.0,514.0,"2svknEfP5LbMe6Qur"
"star head",5.0,"star fragment",,,,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Headwear",2280.0,628.0,"ruy96poyPqtxc5K4Y"
"star pochette",6.0,"star fragment",,,,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Bags",2281.0,627.0,"4fJpnNtzwpyCgJcNg"
"star wand",1.0,"large star fragment",3.0,"star fragment",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Tools",2291.0,523.0,"yv5a3yQPS9tmBjhaP"
"starry garland",10.0,"star fragment",,,,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Wall-mounted",2231.0,430.0,"9LShEjECc39Sdyxzt"
"starry wall",5.0,"star fragment",1.0,"large star fragment",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Wallpaper",2251.0,286.0,"dZ74auFDK9GYNkEnK"
"starry-sands flooring",3.0,"summer shell",1.0,"sandy-beach flooring",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Summer",0.0,"1.0.0","Floors",2861.0,667.0,"eR5A2YsGKuygX85s2"
"starry-sky wall",5.0,"star fragment",1.0,"large star fragment",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Wallpaper",2250.0,294.0,"k4Fuy56j7X2gnPbhq"
"steamer-basket set",6.0,"young spring bamboo",,,,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Spring",0.0,"1.0.0","Miscellaneous",2503.0,382.0,"Z7Bb4ApKb6B8pNne2"
"steel flooring",7.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,0.0,"1.0.0","Floors",960.0,489.0,"9ey59kSpvYXFaFzLz"
"steel-frame wall",8.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,0.0,"1.0.0","Wallpaper",950.0,325.0,"zStKcz96GL8oDdLW9"
"stone arch",90.0,"stone",,,,,,,,,,,"NFS",200.0,"2000","Nook Miles Exchange",,0.0,"1.0.0","Housewares",809.0,652.0,"6nZpvNEdHwxMgNtYC"
"stone axe",1.0,"flimsy axe",3.0,"wood",,,,,,,,,"NFS",200.0,"NA","Pretty Good Tools Recipes","Purchase Pretty Good Tools Recipes via Nook Miles Redemption",0.0,"1.0.0","Tools",101.0,285.0,"RYD96qHETZn2ex3EP"
"stone fence",4.0,"stone",,,,,,,,,,,"NFS",200.0,"1000","Nook Miles Exchange",,0.0,"1.0.0","Fencing",890.0,266.0,"SeyEuJLjP22oEeN2x"
"stone lion-dog",24.0,"stone",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,100.0,"1.0.0","Housewares",816.0,570.0,"qLZ2ZtquCBHWMF9Ke"
"stone stool",3.0,"stone",,,,,,,,,,,"NFS",200.0,"NA","DIY for Beginners","Purchase DIY for Beginners at Nook's Cranny",0.0,"1.0.0","Housewares",800.0,104.0,"zAdsd8FZE7z3BzvJz"
"stone table",8.0,"stone",,,,,,,,,,,"NFS",200.0,"NA","Tom Nook; Lazy villagers","Obtained during the main storyline during the villager house development quest",0.0,"1.0.0","Housewares",801.0,105.0,"4ieu6E9Qf95NaSJGc"
"stone tablet",12.0,"stone",,,,,,,,,,,"NFS",200.0,"800","Nook Miles Exchange",,0.0,"1.0.0","Housewares",817.0,651.0,"DoFhuq2qKsiTHz6T6"
"stone wall",10.0,"stone",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,0.0,"1.0.0","Wallpaper",850.0,318.0,"jkx7FkcrQdSWPqno2"
"stone-egg outfit",3.0,"stone egg",,,,,,,,,,,"NFS",200.0,"NA","Collecting stone eggs","Only available during Bunny Day",0.0,"1.1.0a","Dresses",3764.0,677.0,"xrQW5CeTyHda2fcut"
"stone-egg shell",2.0,"stone egg",,,,,,,,,,,"NFS",200.0,"NA","Collecting stone eggs","Only available during Bunny Day",0.0,"1.1.0a","Headwear",3763.0,676.0,"bC74Ws22wnGThm6Mh"
"stone-egg shoes",2.0,"stone egg",,,,,,,,,,,"NFS",200.0,"NA","Collecting stone eggs","Only available during Bunny Day",0.0,"1.1.0a","Shoes",3765.0,678.0,"qjuG3PA8rJWbnu5Qp"
"straw fence",10.0,"clump of weeds",3.0,"wood",,,,,,,,,"NFS",200.0,"1000","Nook Miles Exchange",,0.0,"1.0.0","Fencing",1290.0,552.0,"WpBzuYymcgmxSCn2m"
"straw umbrella hat",10.0,"clump of weeds",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,0.0,"1.0.0","Headwear",1283.0,606.0,"ADu83C55zHi4DfoFp"
"street piano",1.0,"upright piano",1.0,"painting set",,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,100.0,"1.0.0","Housewares",2161.0,654.0,"fXE4EShKRk3pRX58g"
"succulent plant",10.0,"clump of weeds",1.0,"empty can",,,,,,,,,"NFS",200.0,"NA","Fishing up an empty can",,0.0,"1.0.0","Miscellaneous",1201.0,190.0,"YyxnntEPTDukJaRfY"
"swinging bench",5.0,"wood",7.0,"softwood",,,,,,,,,"NFS",200.0,"NA","Test Your DIY Skills","Purchase Test Your DIY Skills from Nook's Cranny.",0.0,"1.0.0","Housewares",377.0,59.0,"8PYT8EbpS8exL2Px8"
"tabletop festive tree",5.0,"gold ornament",3.0,"tree branch",2.0,"clay",,,,,,,"NFS",200.0,"NA","Balloons","Only available during Festive Season",0.0,"1.0.0","Miscellaneous",3402.0,388.0,"kNa25SiznwzDANzYb"
"tall garden rock",60.0,"stone",,,,,,,,,,,"NFS",200.0,"NA","Snooty villagers",,0.0,"1.0.0","Housewares",808.0,49.0,"MqsHscjkCtGhwnPXc"
"tall lantern",18.0,"stone",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,100.0,"1.0.0","Housewares",818.0,653.0,"5LkbaD7PpwzSvzERR"
"Taurus bathtub",3.0,"star fragment",2.0,"Taurus fragment",1.0,"gold nugget",8.0,"stone",,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Housewares",2301.0,384.0,"tCQiMeCmYy7QeEP2K"
"tea table",12.0,"hardwood",,,,,,,,,,,"NFS",200.0,"NA","Cranky villagers",,0.0,"1.0.0","Housewares",400.0,33.0,"k7Auf6dj296Eyu2QP"
"terrarium",12.0,"clump of weeds",2.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Normal villagers",,0.0,"1.0.0","Miscellaneous",1202.0,391.0,"d7WN5879xto3Q7egY"
"three-tiered snowperson",1.0,"large snowflake",6.0,"snowflake",2.0,"tree branch",,,,,,,"NFS",200.0,"NA","Snowboy","Reward for making a perfect Snowboy; Only available during Winter",0.0,"1.0.0","Housewares",3210.0,364.0,"XhwGfK9fy9iaq8qwt"
"tiki torch",5.0,"tree branch",5.0,"wood",,,,,,,,,"NFS",200.0,"NA","Tom Nook; Cranky villagers",,0.0,"1.0.0","Housewares",202.0,103.0,"cLXnJ7cnYZc8Pbh2T"
"timber doorplate",2.0,"wood",1.0,"pink roses",,,,,,,,,"NFS",200.0,"NA","Snooty villagers",,50.0,"1.0.0","Wall-mounted",502.0,465.0,"bk8JqAgdSKtw6EdC8"
"tiny library",3.0,"book",5.0,"wood",,,,,,,,,"NFS",200.0,"NA","Normal villagers",,100.0,"1.0.0","Housewares",2101.0,278.0,"rMWDf7X5P5jp8TnjK"
"tire stack",3.0,"old tire",,,,,,,,,,,"NFS",200.0,"NA","Fishing up three old tires",,0.0,"1.0.0","Housewares",602.0,60.0,"tNsxG387ihB4YLsx6"
"tire toy",1.0,"old tire",,,,,,,,,,,"NFS",200.0,"NA","Fishing up an old tire",,0.0,"1.0.0","Housewares",601.0,78.0,"2bNpWkbwsHyXGCGb5"
"traditional balancing toy",4.0,"acorn",2.0,"hardwood",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Fall",0.0,"1.0.0","Miscellaneous",2905.0,411.0,"8jd6NZ7MD7hJjAgbw"
"traditional straw coat",8.0,"clump of weeds",,,,,,,,,,,"NFS",200.0,"NA","Normal villagers",,0.0,"1.0.0","Tops",1285.0,604.0,"ofx4zP9Qj2tovbm3G"
"trash bags",1.0,"empty can",1.0,"boot",1.0,"old tire",,,,,,,"NFS",200.0,"NA","Fishing up all 3 trash items",,0.0,"1.0.0","Miscellaneous",603.0,66.0,"yofDbWxuR2q36otG4"
"tree branch wreath",10.0,"tree branch",,,,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,50.0,"1.0.0","Wall-mounted",240.0,225.0,"JnbW5panqjR2iWknX"
